event_num,timestamp
1,00:46:34
1,00:57:22
2,02:00:10
2,02:00:41
2,02:01:12
2,02:01:43
2,02:02:13
2,02:03:15
3,04:53:22
3,04:58:30
4,06:00:03
4,06:00:34
4,06:01:05
4,06:02:37
4,06:03:08
6,10:00:30
6,10:01:01
6,10:01:31
6,10:02:02
6,10:02:33
6,10:03:04
7,12:06:12
7,12:37:17
7,12:49:48
7,13:00:32
7,13:15:43
7,13:51:59
7,13:57:45
8,14:00:09
8,14:00:40
8,14:01:10
8,14:01:40
8,14:02:11
9,16:24:40
9,16:47:46
9,17:08:06
9,17:11:22
9,17:14:08
9,17:27:40
9,17:39:15
9,17:44:42
9,17:57:01
9,17:59:35
10,18:00:20
10,18:00:51
10,18:01:22
10,18:01:53
10,18:02:23
11,20:00:27
11,20:11:29
11,20:17:33
11,20:20:01
11,20:23:08
11,20:33:18
11,20:51:44
11,21:09:36
11,21:12:00
11,21:45:04
11,21:50:15
11,21:55:26
12,22:00:27
12,22:00:27
12,22:00:57
12,22:00:57
12,22:01:58
12,22:01:58
12,22:02:29
12,22:02:29
