edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
12,3,2,0,16,2,24,8,3442
191,38,14,28,18,33,117,28,710
57,3,12,2,16,2,25,8,3510
118,34,6,21,18,24,82,29,759
51,5,12,1,15,0,22,0,259
194,41,12,26,18,34,118,28,722
63,5,12,2,16,7,29,24,7065
117,28,5,19,18,22,75,29,699
53,7,12,0,16,10,27,37,7175
167,20,8,27,18,24,82,29,693
79,5,17,3,18,13,31,41,6926
209,24,9,31,19,29,98,29,681
