timestamp, num_announcements, num_withdrawals, duplicated_announc, longest_announc, shortest_announc, avg_announc, prepended_ases, tlongs, tshorts, avg_edit, maximum_edit, num_edits, announc_peer1, announc_peer2, announc_peer3
23:55:00,1,0,0,5,5,5,0,0,0,0.0,0,0,1,0,0
23:55:01,16,0,12,6,3,4,13,0,0,0.0,0,0,0,0,1
23:55:02,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:03,14,0,12,6,5,5,13,0,0,0.0,0,0,1,0,0
23:55:04,4,0,2,5,4,4,3,0,0,0.0,0,0,1,0,0
23:55:05,4,0,0,5,5,5,1,0,0,1.0,1,1,2,0,0
23:55:06,1,0,0,5,5,5,0,0,0,0.0,0,0,1,0,0
23:55:07,4,0,1,7,5,6,8,0,2,1.66666666667,3,2,1,0,0
23:55:08,1,0,0,5,5,5,0,0,0,0.0,0,0,0,0,0
23:55:09,2,3,0,5,3,4,0,0,0,0.0,0,0,2,0,0
23:55:10,4,0,0,6,4,5,3,0,0,1.0,1,1,0,0,0
23:55:11,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:12,2,0,1,6,6,6,2,0,0,0.0,0,0,2,0,0
23:55:13,1,0,0,17,17,17,11,0,0,0.0,0,0,0,0,1
23:55:14,1,0,0,7,7,7,1,0,0,0.0,0,0,0,0,1
23:55:15,3,0,1,5,4,4,2,0,0,0.0,0,0,0,0,0
23:55:16,1,0,0,10,10,10,5,0,0,0.0,0,0,0,0,1
23:55:17,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:18,2,0,1,6,6,6,0,0,0,0.0,0,0,0,0,0
23:55:19,36,0,24,13,4,5,35,1,2,0.518518518519,5,3,0,0,0
23:55:20,1,0,0,7,7,7,0,0,0,0.0,0,0,0,0,0
23:55:21,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:22,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:23,3,0,1,6,3,4,0,0,0,0.0,0,0,0,0,0
23:55:24,2,0,1,4,4,4,0,0,0,0.0,0,0,2,0,0
23:55:25,39,0,25,14,3,6,46,0,2,0.518518518519,10,2,3,0,0
23:55:26,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:27,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:28,3,0,1,5,3,4,0,0,0,0.0,0,0,0,0,0
23:55:29,2,0,0,5,4,4,0,0,0,0.0,0,0,0,0,0
23:55:30,2,0,0,11,5,8,5,0,0,0.0,0,0,2,0,0
23:55:31,38,0,23,13,4,5,37,2,0,0.28,4,2,1,0,0
23:55:32,4,0,1,5,4,4,0,1,0,1.5,3,1,1,0,0
23:55:33,4,0,0,5,4,4,0,1,0,3.0,3,1,2,0,0
23:55:34,33,0,22,13,4,5,35,0,1,0.173913043478,4,1,0,0,0
23:55:35,4,0,1,5,3,4,0,0,0,0.0,0,0,0,0,0
23:55:36,64,0,46,12,3,4,130,1,1,0.229166666667,7,2,50,0,0
23:55:37,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:38,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:39,42,1,23,12,3,4,38,1,0,0.166666666667,4,1,42,0,0
