15:55:00,40,0,30,16,6,8,62,6,2,1.05405405405,10,8,0,0,0
15:55:01,2,0,0,7,6,6,0,0,0,0.0,0,0,0,0,0
15:55:02,6,0,4,8,7,7,1,0,0,0.0,0,0,0,0,0
15:55:03,30,0,14,10,5,7,10,2,3,1.05,6,6,0,0,0
15:55:04,165,1,136,18,5,9,339,9,7,0.792207792208,15,21,0,0,0
15:55:05,22,0,17,17,7,10,96,0,2,0.578947368421,10,2,0,0,0
15:55:06,44,0,38,16,6,8,51,1,0,0.25641025641,10,1,0,0,0
15:55:07,96,0,82,18,6,10,185,7,6,1.18279569892,15,15,0,0,0
15:55:08,68,1,57,18,5,9,99,4,2,0.78125,13,7,0,0,0
15:55:09,7,0,2,9,4,7,4,0,0,0.0,0,0,0,0,0
15:55:10,2,0,0,9,8,8,2,1,0,6.0,6,1,0,0,0
15:55:11,4,0,0,8,6,7,1,0,0,0.0,0,0,0,0,0
15:55:12,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
15:55:13,3,0,2,9,9,9,3,0,0,0.0,0,0,0,0,0
15:55:14,9,0,2,11,5,7,7,1,1,2.2,5,3,0,0,0
15:55:15,14,2,7,17,7,9,52,1,0,1.3,10,3,0,0,0
15:55:16,10,0,2,9,6,7,4,1,2,3.0,5,3,0,0,0
15:55:17,10,0,4,9,4,6,4,0,0,0.0,0,0,0,0,0
15:55:18,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
15:55:19,14,1,8,13,6,7,48,0,0,0.2,1,2,0,0,0
15:55:20,2,0,0,6,6,6,1,0,0,0.0,0,0,0,0,0
15:55:21,13,0,5,8,4,6,4,0,2,1.375,6,3,0,0,0
15:55:22,33,0,24,10,4,6,0,2,0,0.357142857143,4,4,0,0,0
15:55:23,6,0,2,9,6,7,0,0,0,0.0,0,0,0,0,0
15:55:24,1,0,0,8,8,8,0,0,0,0.0,0,0,0,0,0
15:55:25,13,0,3,11,5,7,13,3,1,2.625,6,5,0,0,0
15:55:26,67,0,58,11,6,7,7,0,0,0.1,3,3,0,0,0
15:55:27,135,0,91,13,4,8,69,6,17,0.646551724138,6,26,0,0,0
15:55:28,9,0,4,7,4,6,0,1,0,1.16666666667,5,2,0,0,0
15:55:29,11,0,2,10,7,8,10,2,3,3.14285714286,5,5,0,0,0
15:55:30,7,0,2,9,6,7,2,2,1,2.2,5,3,0,0,0
15:55:31,2,0,0,4,2,3,0,1,0,2.0,2,1,0,0,0
15:55:32,24,0,9,11,6,8,6,3,2,1.93333333333,7,6,0,0,0
15:55:33,74,0,54,13,5,8,27,2,2,0.322033898305,6,6,0,0,0
15:55:34,9,0,3,12,4,7,7,0,1,0.25,1,1,0,0,0
15:55:35,14,1,9,13,7,10,27,0,2,0.666666666667,6,3,0,0,0
15:55:36,6,0,2,12,6,9,7,0,1,0.333333333333,1,1,0,0,0
15:55:37,4,0,0,12,5,9,9,1,0,1.0,1,1,0,0,0
15:55:38,42,0,30,14,5,8,29,3,3,1.21621621622,10,8,0,0,0
15:55:39,15,0,10,12,5,7,12,1,1,1.41666666667,9,2,0,0,0
15:55:40,17,0,9,13,3,7,39,2,1,1.23076923077,7,5,0,0,0
15:55:41,14,0,5,13,5,7,32,1,1,1.0,4,2,0,0,0
15:55:42,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
15:55:43,18,0,13,12,6,9,26,1,2,1.3125,8,3,0,0,0
15:55:44,79,0,68,13,6,8,26,5,4,0.697368421053,7,11,0,0,0
15:55:45,22,0,16,13,6,8,30,3,1,1.1,8,4,0,0,0
15:55:46,13,1,6,13,6,9,22,3,1,2.3,8,4,0,0,0
15:55:47,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
15:55:48,2,0,0,5,5,5,0,0,0,2.0,2,1,0,0,0
15:55:49,4,0,1,5,4,4,0,0,0,1.0,2,1,0,0,0
15:55:50,3,0,0,5,4,4,0,0,0,3.0,3,1,0,0,0
15:55:51,2,0,0,12,5,8,6,0,0,0.0,0,0,0,0,0
15:55:52,19,0,11,18,5,9,81,1,0,0.833333333333,10,1,0,0,0
