edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
11,2,2,1,160,3,21,14,1437
120,35,4,21,162,22,93,23,380
10,7,1,0,157,1,25,4,115
113,23,1,19,162,25,85,29,437
10,5,1,0,155,0,24,0,210
172,30,1,29,162,24,106,22,236
5,4,1,0,128,0,17,0,179
126,43,3,28,163,26,111,23,415
6,3,0,0,128,0,17,0,235
142,38,7,28,171,25,112,22,267
4,3,0,0,134,0,16,0,155
205,32,1,31,103,24,103,23,363
