event_num,timestamp
2,02:00:02
2,02:00:24
2,02:00:51
2,02:00:54
2,02:00:54
2,02:00:54
2,02:00:54
2,02:01:21
2,02:02:53
2,02:03:24
2,02:03:24
2,02:03:28
4,06:00:02
4,06:00:03
4,06:00:06
4,06:00:34
4,06:00:34
4,06:00:34
4,06:00:34
4,06:00:39
4,06:01:09
4,06:01:09
4,06:01:09
4,06:01:18
4,06:02:26
4,06:02:27
4,06:02:27
6,10:00:02
6,10:00:15
6,10:00:19
6,10:00:45
6,10:00:45
6,10:00:45
6,10:00:46
6,10:01:17
6,10:01:17
6,10:01:51
6,10:02:07
8,14:00:02
8,14:00:25
8,14:00:36
8,14:00:55
8,14:00:55
8,14:00:55
8,14:00:57
8,14:01:28
8,14:01:59
8,14:02:00
8,14:03:02
8,14:03:33
8,14:03:37
8,14:03:37
8,14:03:56
10,18:00:02
10,18:00:03
10,18:00:21
10,18:00:34
10,18:00:34
10,18:00:34
10,18:00:48
10,18:01:51
10,18:01:51
10,18:02:53
10,18:02:53
10,18:02:54
10,18:02:54
10,18:03:15
12,22:00:02
12,22:00:02
12,22:00:12
12,22:00:12
12,22:00:34
12,22:00:34
12,22:00:42
12,22:00:42
12,22:00:42
12,22:00:42
12,22:00:42
12,22:00:42
12,22:01:01
12,22:01:01
12,22:01:01
12,22:01:01
12,22:01:32
12,22:01:32
12,22:02:02
12,22:02:02
12,22:02:02
12,22:02:02
12,22:02:17
12,22:02:17
12,22:02:17
12,22:02:17
