event_num,timestamp
1,00:00:02
1,00:00:02
2,02:00:02
2,02:00:02
2,02:00:26
2,02:01:26
2,02:01:27
2,02:01:28
3,04:00:02
4,06:00:02
4,06:00:02
4,06:00:02
4,06:00:05
4,06:01:05
4,06:01:07
4,06:01:08
4,06:01:08
5,08:00:02
6,10:00:02
6,10:00:02
6,10:00:13
6,10:01:13
6,10:01:16
6,10:01:26
6,10:01:26
7,12:00:02
8,14:00:02
8,14:00:02
8,14:00:02
8,14:00:24
8,14:01:24
8,14:02:23
8,14:05:55
9,16:00:02
10,18:00:02
10,18:00:02
10,18:00:31
10,18:01:31
10,18:01:33
10,18:02:01
11,20:00:02
12,22:00:02
12,22:00:02
12,22:00:02
12,22:00:02
12,22:00:14
12,22:00:14
12,22:01:14
12,22:01:14
12,22:01:16
12,22:01:16
