edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
15,4,2,1,15,0,24,0,104
113,29,4,21,18,23,78,29,384
32,5,7,0,12,0,16,0,247
149,29,10,22,18,25,82,30,351
38,3,7,0,12,0,15,0,159
138,25,9,20,18,23,75,30,507
39,7,7,0,12,0,20,0,100
181,38,10,24,18,28,100,28,323
63,9,9,1,15,0,26,0,96
153,23,10,23,18,22,78,28,1236
38,5,7,1,12,0,17,0,105
141,30,11,21,18,22,80,27,1082
