edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
9,6,3,0,19,1,26,3,81
166,20,3,30,21,25,83,30,675
54,4,12,0,14,1,18,5,245
203,43,9,32,21,30,105,28,680
76,4,16,0,17,1,23,4,138
284,26,13,47,21,31,116,26,691
65,1,12,0,13,0,17,0,178
244,24,14,31,21,29,109,26,670
57,2,12,1,14,0,18,0,62
227,39,20,29,21,35,117,29,709
56,2,10,1,14,0,19,0,189
230,22,14,34,21,27,104,25,671
