timestamp, num_announcements, num_withdrawals, duplicated_announc, longest_announc, shortest_announc, avg_announc, prepended_ases, tlongs, tshorts, avg_edit, maximum_edit, num_edits, announc_peer1, announc_peer2, announc_peer3
23:55:00,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:01,1,0,0,4,4,4,0,0,0,0.0,0,0,0,0,0
23:55:02,7,0,5,3,3,3,0,0,0,0.0,0,0,0,0,0
23:55:03,6,0,2,9,3,5,2,0,0,0.333333333333,1,1,2,0,0
23:55:04,6,0,4,4,3,3,0,0,0,0.0,0,0,0,0,0
23:55:05,2,0,0,5,3,4,2,0,0,0.0,0,0,0,0,0
23:55:06,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:07,9,1,4,9,4,5,9,0,0,0.0,0,0,4,0,0
23:55:08,3,0,1,4,4,4,0,0,0,0.0,0,0,0,1,0
23:55:09,1,0,0,3,3,3,0,0,0,0.0,0,0,0,0,0
23:55:10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:11,3,0,0,4,3,3,0,0,0,1.0,1,1,0,0,0
23:55:12,1,0,0,9,9,9,2,0,0,0.0,0,0,0,0,0
23:55:13,5,0,2,4,3,3,2,0,0,0.0,0,0,0,0,0
23:55:14,2,0,1,3,3,3,0,0,0,0.0,0,0,0,0,0
23:55:15,4,0,0,5,3,4,0,0,0,0.0,0,0,1,0,0
23:55:16,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:17,4,0,2,6,4,5,3,0,0,0.0,0,0,1,0,0
23:55:18,4,0,2,4,4,4,0,0,0,0.0,0,0,0,0,0
23:55:19,2,0,1,4,4,4,0,0,0,0.0,0,0,0,0,0
23:55:20,11,0,7,7,3,4,18,0,1,0.375,3,1,0,0,0
23:55:21,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:22,2,0,1,4,4,4,0,0,0,0.0,0,0,0,0,0
23:55:23,1,0,0,2,2,2,0,0,0,0.0,0,0,0,0,0
23:55:24,1,9,0,2,2,2,0,0,0,0.0,0,0,0,0,0
23:55:25,2,0,1,3,3,3,0,0,0,0.0,0,0,0,0,0
23:55:26,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:27,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:28,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:29,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:30,2,0,0,4,3,3,0,0,0,0.0,0,0,0,0,0
23:55:31,1,0,0,3,3,3,0,0,0,0.0,0,0,0,0,0
23:55:32,1,1,0,3,3,3,0,0,0,0.0,0,0,0,0,0
23:55:33,7,0,5,4,4,4,0,0,0,0.0,0,0,0,0,0
23:55:34,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
23:55:35,2,0,0,5,4,4,0,0,0,0.0,0,0,0,0,0
23:55:36,2,0,0,3,3,3,0,0,0,0.0,0,0,0,0,0
23:55:37,3,1,0,4,3,3,0,0,0,1.0,1,1,0,0,0
23:55:38,10,0,5,10,4,6,20,0,0,0.0,0,0,0,0,0
23:55:39,8,0,4,7,3,5,12,0,0,0.0,0,0,0,0,0
23:55:40,5,2,1,6,3,4,0,1,0,1.5,3,1,0,0,0
23:55:41,13,0,8,8,3,5,5,0,1,0.555555555556,5,1,2,0,0
23:55:42,4,2,1,10,3,7,11,0,0,0.0,0,0,3,0,0
23:55:43,4,0,2,7,4,5,0,0,0,0.0,0,0,0,0,0
23:55:44,7,0,3,7,3,5,1,0,0,0.0,0,0,1,0,0
23:55:45,3,0,0,6,5,5,3,0,0,0.0,0,0,1,0,0
23:55:46,5,0,4,6,6,6,5,0,0,0.0,0,0,0,0,0
