edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
11,3,1,0,165,0,21,0,92
142,28,4,20,170,31,99,31,186
7,2,0,0,132,0,15,0,70
154,27,2,22,170,27,102,26,150
6,1,0,0,133,0,14,0,49
140,43,4,31,170,25,111,22,243
8,3,0,0,131,0,17,0,84
94,19,3,13,170,26,71,36,151
9,5,1,0,136,0,19,0,93
138,28,6,24,170,27,96,28,175
19,4,2,1,165,0,24,0,71
110,13,1,16,103,24,69,34,171
