edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
14,3,1,0,16,4,24,16,5008
156,26,3,29,18,25,84,29,677
66,4,16,0,15,0,22,0,140
148,15,5,19,18,25,71,35,658
43,5,9,1,14,5,21,23,5498
152,21,8,23,18,24,81,29,665
67,2,14,2,16,4,24,16,4674
216,52,18,29,18,31,136,22,731
50,3,9,1,18,9,22,40,6955
224,20,10,30,18,27,89,30,688
68,6,14,0,16,17,27,62,7143
183,31,8,34,18,27,95,28,665
