event_num,timestamp
2,02:00:02
2,02:00:05
2,02:00:06
2,02:00:06
2,02:00:07
2,02:00:07
2,02:00:08
2,02:00:38
2,02:00:44
2,02:00:49
2,02:00:55
2,02:01:14
2,02:01:42
2,02:01:43
2,02:01:45
2,02:01:48
2,02:01:48
2,02:01:48
4,06:00:01
4,06:00:03
4,06:00:04
4,06:00:06
4,06:00:07
4,06:00:07
4,06:00:12
4,06:00:12
4,06:00:13
4,06:00:15
4,06:00:16
4,06:00:20
4,06:00:21
4,06:00:29
4,06:01:13
4,06:01:13
4,06:01:14
4,06:01:14
4,06:01:32
4,06:02:02
6,10:00:02
6,10:00:05
6,10:00:05
6,10:00:06
6,10:00:07
6,10:00:08
6,10:00:13
6,10:00:24
6,10:00:24
6,10:00:25
6,10:00:26
6,10:00:30
6,10:00:30
6,10:00:54
6,10:01:25
6,10:01:25
6,10:01:34
6,10:02:04
8,14:00:02
8,14:00:03
8,14:00:04
8,14:00:04
8,14:00:05
8,14:00:05
8,14:00:06
8,14:00:06
8,14:00:07
8,14:00:34
8,14:00:34
8,14:00:35
8,14:00:37
8,14:00:37
8,14:00:45
8,14:00:45
8,14:00:46
8,14:00:48
8,14:00:48
8,14:00:54
8,14:00:58
8,14:01:05
8,14:01:18
8,14:01:20
8,14:01:45
8,14:02:15
9,16:00:02
9,16:00:02
10,18:00:02
10,18:00:05
10,18:00:06
10,18:00:06
10,18:00:06
10,18:00:07
10,18:00:07
10,18:00:16
10,18:00:21
10,18:00:51
10,18:01:21
10,18:01:21
10,18:01:25
12,22:00:02
12,22:00:02
12,22:00:03
12,22:00:03
12,22:00:03
12,22:00:03
12,22:00:04
12,22:00:04
12,22:00:08
12,22:00:08
12,22:00:38
12,22:00:38
12,22:01:08
12,22:01:08
12,22:01:08
12,22:01:08
12,22:01:16
12,22:01:16
