edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
13,4,2,1,186,0,23,0,47
151,30,2,23,170,26,100,26,206
10,6,1,0,165,0,23,0,57
172,20,1,31,170,24,93,25,185
6,5,0,0,164,0,21,0,87
143,19,2,19,170,24,88,27,168
10,4,1,1,164,0,21,0,96
140,33,2,24,170,27,103,26,176
9,6,0,0,131,0,20,0,72
181,16,4,22,170,26,92,28,187
6,5,0,0,133,0,15,0,49
192,28,0,30,103,22,106,20,175
