edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
8,5,1,0,14,0,23,0,106
170,22,2,33,18,24,82,29,916
46,4,9,0,12,0,17,0,166
274,44,13,36,18,29,119,24,911
98,4,15,0,15,0,23,0,211
213,25,7,31,18,25,95,26,1457
69,3,13,0,15,0,21,0,183
158,25,8,23,18,27,83,32,682
46,4,8,0,12,0,16,0,214
149,29,9,20,18,24,85,28,689
38,2,9,1,12,0,16,0,224
183,30,8,26,18,26,99,26,686
