edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
7,3,0,0,158,0,20,0,264
108,30,7,17,162,23,85,27,615
4,2,0,0,127,0,15,0,251
99,26,4,14,162,22,81,27,524
8,4,1,0,127,0,19,0,243
105,26,4,16,162,26,81,32,399
9,4,2,0,157,0,22,0,70
99,28,5,13,162,26,85,30,353
8,1,1,0,120,0,13,0,164
101,31,7,17,162,23,87,26,597
10,5,1,1,158,0,22,0,86
88,27,4,15,152,24,77,31,1245
