edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
12,2,4,0,15,0,23,0,149
225,30,5,39,20,28,113,24,691
73,4,16,1,16,0,23,0,945
234,26,13,35,21,33,109,30,669
78,5,17,2,16,0,29,0,297
178,25,9,36,21,28,94,29,672
87,4,18,2,16,0,30,0,200
180,29,8,33,21,25,91,27,666
75,6,15,0,16,0,27,0,234
213,31,11,34,21,28,104,26,677
80,4,15,2,16,0,28,0,105
272,28,10,40,21,28,115,24,686
