event_num,timestamp
1,00:00:07
1,00:00:37
1,00:00:51
1,00:00:51
2,02:00:39
2,02:00:51
2,02:01:08
2,02:01:09
2,02:01:38
2,02:01:38
3,04:00:10
3,04:00:39
3,04:00:50
3,04:00:50
4,06:01:10
4,06:01:10
4,06:01:40
4,06:01:40
4,06:05:10
4,06:05:10
5,08:00:15
5,08:00:45
5,08:00:51
5,08:00:51
6,10:01:26
6,10:01:27
6,10:01:56
6,10:01:57
7,12:00:08
7,12:00:38
7,12:00:50
7,12:00:52
8,14:01:19
8,14:01:20
8,14:01:49
8,14:01:50
9,16:00:27
9,16:00:51
10,18:01:27
10,18:01:28
10,18:01:57
10,18:01:58
11,20:00:29
11,20:00:50
12,22:01:35
12,22:01:35
12,22:02:05
12,22:02:05
