edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
9,5,2,0,20,0,27,0,394
198,22,2,37,22,30,92,32,669
65,3,13,0,15,0,21,0,88
259,30,15,38,22,34,110,30,678
64,2,13,0,15,0,19,0,181
188,23,12,29,22,31,93,33,681
56,2,13,1,15,0,21,0,266
242,31,19,35,22,40,122,32,713
58,1,12,1,15,0,20,0,92
293,26,15,42,22,30,124,24,680
73,3,15,0,15,0,20,0,201
307,20,15,49,22,27,119,22,692
