event_num,timestamp
1,00:00:02
2,02:00:02
2,02:00:08
2,02:01:08
2,02:01:08
2,02:01:14
2,02:01:14
2,02:01:38
3,04:00:02
4,06:00:02
4,06:00:20
4,06:01:20
4,06:07:10
5,08:00:02
6,10:00:02
6,10:00:30
6,10:01:00
6,10:01:01
6,10:01:14
6,10:01:44
6,10:01:46
7,12:00:02
8,14:00:02
8,14:00:08
8,14:00:38
8,14:00:38
8,14:00:38
8,14:00:39
8,14:00:39
8,14:01:47
9,16:00:02
10,18:00:02
10,18:00:18
10,18:01:17
10,18:01:21
10,18:01:26
10,18:01:51
11,20:00:02
12,22:00:02
12,22:00:02
12,22:00:28
12,22:00:28
12,22:01:28
12,22:01:28
12,22:01:59
12,22:01:59
12,22:01:59
12,22:01:59
12,22:02:00
12,22:02:00
