edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
12,2,2,1,16,1,22,4,143
198,28,3,37,21,27,96,28,687
78,4,15,2,15,0,23,0,196
230,28,11,40,21,30,106,28,667
67,3,14,1,15,0,23,0,106
236,24,13,35,21,28,106,26,921
73,4,15,4,15,0,26,0,187
148,24,11,24,21,27,82,32,661
76,4,13,4,16,1,30,3,126
175,18,7,30,21,29,81,35,662
66,7,14,1,15,0,25,0,117
244,23,12,38,21,31,104,29,671
