edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
9,5,3,0,16,0,25,0,57
171,39,3,36,21,28,114,24,681
60,4,14,0,17,1,23,4,181
192,26,13,35,21,29,98,29,676
70,4,15,1,16,0,23,0,134
229,24,9,38,21,33,108,30,680
85,2,19,1,16,1,26,3,233
270,34,9,47,21,27,119,22,690
74,3,15,0,16,0,20,0,92
178,18,12,30,21,25,82,30,675
65,4,13,0,16,0,23,0,199
189,32,6,41,21,28,105,26,683
