edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
7,1,3,0,17,0,20,0,72
175,24,5,33,21,29,88,32,681
67,5,15,0,17,0,24,0,875
205,14,10,31,21,26,85,30,673
76,4,16,1,17,1,27,3,83
242,28,10,41,21,30,109,27,683
85,5,18,1,19,1,25,4,252
195,27,7,37,21,28,87,32,692
67,4,14,1,20,1,21,4,165
178,28,8,27,21,27,88,30,669
67,2,16,0,14,1,19,5,182
176,17,13,28,21,27,79,34,666
