time_range, announc_as_counter, announc_as_counter_ip, num_path_dict_before, num_as_pairs, source_as_counter, timestamp
23:55:25-23:55:29,0,0,0,0,6,3
23:55:30-23:55:34,0,0,0,0,0,3
23:55:35-23:55:39,0,0,0,0,0,3
23:55:40-23:55:44,0,0,0,0,0,3
23:55:45-23:55:49,0,0,0,0,14,3
23:55:50-23:55:54,0,0,0,0,0,3
23:55:55-23:55:59,0,0,0,0,16,3
23:56:00-23:56:04,0,0,0,0,0,3
23:56:05-23:56:09,0,0,0,0,0,3
23:56:10-23:56:14,0,0,0,0,0,3
23:56:15-23:56:19,0,0,0,0,18,3
23:56:20-23:56:24,0,0,0,0,0,3
23:56:25-23:56:29,0,0,0,0,26,3
23:56:30-23:56:34,0,0,0,0,0,3
23:56:35-23:56:39,0,0,0,0,0,3
23:56:40-23:56:44,0,0,0,0,0,3
23:56:45-23:56:49,0,0,0,0,10,3
23:56:50-23:56:54,0,0,0,0,0,3
23:56:55-23:56:59,0,0,0,0,0,3
23:57:00-23:57:04,0,0,0,0,15,3
23:57:05-23:57:09,0,0,0,0,0,3
23:57:10-23:57:14,0,0,0,0,0,3
23:57:15-23:57:19,0,0,0,0,16,3
23:57:20-23:57:24,0,0,0,0,0,3
23:57:25-23:57:29,0,0,0,0,0,3
23:57:30-23:57:34,0,0,0,0,29,3
23:57:35-23:57:39,0,0,0,0,0,3
23:57:40-23:57:44,0,0,0,0,0,3
23:57:45-23:57:49,0,0,0,0,90,3
23:57:50-23:57:54,0,0,0,0,0,3
23:57:55-23:57:59,0,0,0,0,0,3
23:58:00-23:58:04,0,0,0,0,20,3
23:58:05-23:58:09,0,0,0,0,0,3
23:58:10-23:58:14,0,0,0,0,0,3
23:58:15-23:58:19,0,0,0,0,0,3
23:58:20-23:58:24,0,0,0,0,14,3
23:58:25-23:58:29,0,0,0,0,0,3
23:58:30-23:58:34,0,0,0,0,16,3
23:58:35-23:58:39,0,0,0,0,0,3
23:58:40-23:58:44,0,0,0,0,0,3
23:58:45-23:58:49,0,0,0,0,0,3
23:58:50-23:58:54,0,0,0,0,6,3
23:58:55-23:58:59,0,0,0,0,0,3
23:59:00-23:59:04,0,0,0,0,36,3
23:59:05-23:59:09,0,0,0,0,0,3
23:59:10-23:59:14,0,0,0,0,0,3
23:59:15-23:59:19,0,0,0,0,0,3
23:59:20-23:59:24,0,0,0,0,14,3
23:59:25-23:59:29,0,0,0,0,0,3
23:59:30-23:59:34,0,0,0,0,0,3
23:59:35-23:59:39,0,0,0,0,11,3
23:59:40-23:59:44,0,0,0,0,0,3
23:59:45-23:59:49,0,0,0,0,0,3
23:59:50-23:59:54,0,0,0,0,12,3
23:59:55-23:59:59,0,0,0,0,0,3
23:55:00-23:55:04,2,41,0,0,0,19
23:55:05-23:55:09,2,34,0,0,0,19
23:55:10-23:55:14,2,66,0,0,0,19
23:55:15-23:55:19,2,64,0,0,0,19
23:55:20-23:55:24,2,66,0,0,0,19
23:55:25-23:55:29,2,47,0,0,0,19
23:55:30-23:55:34,2,63,0,0,0,19
23:55:35-23:55:39,2,37,0,0,0,19
23:55:40-23:55:44,2,45,0,0,0,19
23:55:45-23:55:49,2,72,0,0,0,19
23:55:50-23:55:54,2,71,0,0,0,19
23:55:55-23:55:59,2,50,0,0,76,19
23:56:00-23:56:04,2,95,0,0,0,19
23:56:05-23:56:09,2,58,0,0,0,19
23:56:10-23:56:14,2,59,0,0,0,19
23:56:15-23:56:19,2,71,0,0,0,19
23:56:20-23:56:24,2,65,0,0,0,19
23:56:25-23:56:29,2,80,0,0,0,19
23:56:30-23:56:34,2,71,0,0,0,19
23:56:35-23:56:39,2,38,0,0,0,19
23:56:40-23:56:44,2,54,0,0,0,19
23:56:45-23:56:49,2,36,0,0,0,19
23:56:50-23:56:54,2,47,0,0,0,19
23:56:55-23:56:59,2,54,0,0,0,19
23:57:00-23:57:04,2,58,0,0,0,19
23:57:05-23:57:09,2,41,0,0,0,19
23:57:10-23:57:14,2,37,0,0,0,19
23:57:15-23:57:19,2,60,0,0,0,19
23:57:20-23:57:24,2,60,0,0,0,19
23:57:25-23:57:29,2,62,0,0,0,19
23:57:30-23:57:34,2,71,0,0,17,19
23:57:35-23:57:39,2,62,0,0,71,19
23:57:40-23:57:44,2,51,0,0,0,19
23:57:45-23:57:49,2,102,0,0,0,19
23:57:50-23:57:54,2,115,0,0,0,19
23:57:55-23:57:59,2,50,0,0,0,19
23:58:00-23:58:04,2,92,0,0,0,19
23:58:05-23:58:09,2,69,0,0,0,19
23:58:10-23:58:14,2,30,0,0,0,19
23:58:15-23:58:19,2,45,0,0,0,19
23:58:20-23:58:24,2,47,0,0,0,19
23:58:25-23:58:29,2,56,0,0,0,19
23:58:30-23:58:34,2,53,0,0,0,19
23:58:35-23:58:39,2,57,0,0,0,19
23:58:40-23:58:44,2,35,0,0,0,19
23:58:45-23:58:49,2,66,0,0,0,19
23:58:50-23:58:54,2,84,0,0,0,19
23:58:55-23:58:59,2,62,0,0,0,19
23:59:00-23:59:04,2,64,0,0,0,19
23:59:05-23:59:09,2,40,0,0,0,19
23:59:10-23:59:14,2,39,0,0,0,19
23:59:15-23:59:19,2,59,0,0,42,19
23:59:20-23:59:24,2,87,0,0,32,19
23:59:25-23:59:29,2,47,0,0,0,19
23:59:30-23:59:34,2,83,0,0,0,19
23:59:35-23:59:39,2,52,0,0,0,19
23:59:40-23:59:44,2,68,0,0,0,19
23:59:45-23:59:49,2,73,0,0,0,19
23:59:50-23:59:54,2,43,0,0,0,19
23:59:55-23:59:59,2,61,0,0,0,19
23:55:00-23:55:04,0,0,0,0,0,20
23:55:05-23:55:09,0,0,0,0,0,20
23:55:10-23:55:14,0,0,0,0,0,20
23:55:15-23:55:19,0,0,0,0,0,20
23:55:20-23:55:24,0,0,0,0,0,20
23:55:25-23:55:29,0,0,0,0,0,20
23:55:30-23:55:34,0,0,0,0,0,20
23:55:35-23:55:39,0,0,0,0,0,20
23:55:40-23:55:44,0,0,0,0,0,20
23:55:45-23:55:49,0,0,0,0,0,20
23:55:50-23:55:54,0,0,0,0,0,20
23:55:55-23:55:59,0,0,0,0,76,20
23:56:00-23:56:04,0,0,0,0,0,20
23:56:05-23:56:09,0,0,0,0,0,20
23:56:10-23:56:14,0,0,0,0,0,20
23:56:15-23:56:19,0,0,0,0,0,20
23:56:20-23:56:24,0,0,0,0,0,20
23:56:25-23:56:29,0,0,0,0,0,20
23:56:30-23:56:34,0,0,0,0,0,20
23:56:35-23:56:39,0,0,0,0,0,20
23:56:40-23:56:44,0,0,0,0,0,20
23:56:45-23:56:49,0,0,0,0,0,20
23:56:50-23:56:54,0,0,0,0,0,20
23:56:55-23:56:59,0,0,0,0,0,20
23:57:00-23:57:04,0,0,0,0,0,20
23:57:05-23:57:09,0,0,0,0,0,20
23:57:10-23:57:14,0,0,0,0,0,20
23:57:15-23:57:19,0,0,0,0,0,20
23:57:20-23:57:24,0,0,0,0,0,20
23:57:25-23:57:29,0,0,0,0,0,20
23:57:30-23:57:34,0,0,0,0,17,20
23:57:35-23:57:39,0,0,0,0,71,20
23:57:40-23:57:44,0,0,0,0,0,20
23:57:45-23:57:49,0,0,0,0,0,20
23:57:50-23:57:54,0,0,0,0,0,20
23:57:55-23:57:59,0,0,0,0,0,20
23:58:00-23:58:04,0,0,0,0,0,20
23:58:05-23:58:09,0,0,0,0,0,20
23:58:10-23:58:14,0,0,0,0,0,20
23:58:15-23:58:19,0,0,0,0,0,20
23:58:20-23:58:24,0,0,0,0,0,20
23:58:25-23:58:29,0,0,0,0,0,20
23:58:30-23:58:34,0,0,0,0,0,20
23:58:35-23:58:39,0,0,0,0,0,20
23:58:40-23:58:44,0,0,0,0,0,20
23:58:45-23:58:49,0,0,0,0,0,20
23:58:50-23:58:54,0,0,0,0,0,20
23:58:55-23:58:59,0,0,0,0,0,20
23:59:00-23:59:04,0,0,0,0,0,20
23:59:05-23:59:09,0,0,0,0,0,20
23:59:10-23:59:14,0,0,0,0,0,20
23:59:15-23:59:19,0,0,0,0,42,20
23:59:20-23:59:24,0,0,0,0,32,20
23:59:25-23:59:29,0,0,0,0,0,20
23:59:30-23:59:34,0,0,0,0,0,20
23:59:35-23:59:39,0,0,0,0,0,20
23:59:40-23:59:44,0,0,0,0,0,20
23:59:45-23:59:49,0,0,0,0,0,20
23:59:50-23:59:54,0,0,0,0,0,20
23:59:55-23:59:59,0,0,0,0,0,20
23:55:00-23:55:04,0,0,0,0,0,3
23:55:05-23:55:09,0,0,0,0,0,3
23:55:10-23:55:14,0,0,0,0,18,3
23:55:15-23:55:19,0,0,0,0,0,3
23:55:20-23:55:24,0,0,0,0,0,3
23:55:25-23:55:29,0,0,0,0,6,3
23:55:30-23:55:34,0,0,0,0,0,3
23:55:35-23:55:39,0,0,0,0,0,3
23:55:40-23:55:44,0,0,0,0,0,3
23:55:45-23:55:49,0,0,0,0,14,3
23:55:50-23:55:54,0,0,0,0,0,3
23:55:55-23:55:59,0,0,0,0,16,3
23:56:00-23:56:04,0,0,0,0,0,3
23:56:05-23:56:09,0,0,0,0,0,3
23:56:10-23:56:14,0,0,0,0,0,3
23:56:15-23:56:19,0,0,0,0,18,3
23:56:20-23:56:24,0,0,0,0,0,3
23:56:25-23:56:29,0,0,0,0,26,3
23:56:30-23:56:34,0,0,0,0,0,3
23:56:35-23:56:39,0,0,0,0,0,3
23:56:40-23:56:44,0,0,0,0,0,3
23:56:45-23:56:49,0,0,0,0,10,3
23:56:50-23:56:54,0,0,0,0,0,3
23:56:55-23:56:59,0,0,0,0,0,3
23:57:00-23:57:04,0,0,0,0,15,3
23:57:05-23:57:09,0,0,0,0,0,3
23:57:10-23:57:14,0,0,0,0,0,3
23:57:15-23:57:19,0,0,0,0,16,3
23:57:20-23:57:24,0,0,0,0,0,3
23:57:25-23:57:29,0,0,0,0,0,3
23:57:30-23:57:34,0,0,0,0,29,3
23:57:35-23:57:39,0,0,0,0,0,3
23:57:40-23:57:44,0,0,0,0,0,3
23:57:45-23:57:49,0,0,0,0,90,3
23:57:50-23:57:54,0,0,0,0,0,3
23:57:55-23:57:59,0,0,0,0,0,3
23:58:00-23:58:04,0,0,0,0,20,3
23:58:05-23:58:09,0,0,0,0,0,3
23:58:10-23:58:14,0,0,0,0,0,3
23:58:15-23:58:19,0,0,0,0,0,3
23:58:20-23:58:24,0,0,0,0,14,3
23:58:25-23:58:29,0,0,0,0,0,3
23:58:30-23:58:34,0,0,0,0,16,3
23:58:35-23:58:39,0,0,0,0,0,3
23:58:40-23:58:44,0,0,0,0,0,3
23:58:45-23:58:49,0,0,0,0,0,3
23:58:50-23:58:54,0,0,0,0,6,3
23:58:55-23:58:59,0,0,0,0,0,3
23:59:00-23:59:04,0,0,0,0,36,3
23:59:05-23:59:09,0,0,0,0,0,3
23:59:10-23:59:14,0,0,0,0,0,3
23:59:15-23:59:19,0,0,0,0,0,3
23:59:20-23:59:24,0,0,0,0,14,3
23:59:25-23:59:29,0,0,0,0,0,3
23:59:30-23:59:34,0,0,0,0,0,3
23:59:35-23:59:39,0,0,0,0,11,3
23:59:40-23:59:44,0,0,0,0,0,3
23:59:45-23:59:49,0,0,0,0,0,3
23:59:50-23:59:54,0,0,0,0,12,3
23:59:55-23:59:59,0,0,0,0,0,3
23:55:00-23:55:04,0,0,0,0,0,20
23:55:05-23:55:09,0,0,0,0,0,20
23:55:10-23:55:14,0,0,0,0,0,20
23:55:15-23:55:19,0,0,0,0,0,20
23:55:20-23:55:24,0,0,0,0,0,20
23:55:25-23:55:29,0,0,0,0,0,20
23:55:30-23:55:34,0,0,0,0,0,20
23:55:35-23:55:39,0,0,0,0,0,20
23:55:40-23:55:44,0,0,0,0,0,20
23:55:45-23:55:49,0,0,0,0,0,20
23:55:50-23:55:54,0,0,0,0,0,20
23:55:55-23:55:59,0,0,0,0,76,20
23:56:00-23:56:04,0,0,0,0,0,20
23:56:05-23:56:09,0,0,0,0,0,20
23:56:10-23:56:14,0,0,0,0,0,20
23:56:15-23:56:19,0,0,0,0,0,20
23:56:20-23:56:24,0,0,0,0,0,20
23:56:25-23:56:29,0,0,0,0,0,20
23:56:30-23:56:34,0,0,0,0,0,20
23:56:35-23:56:39,0,0,0,0,0,20
23:56:40-23:56:44,0,0,0,0,0,20
23:56:45-23:56:49,0,0,0,0,0,20
23:56:50-23:56:54,0,0,0,0,0,20
23:56:55-23:56:59,0,0,0,0,0,20
23:57:00-23:57:04,0,0,0,0,0,20
23:57:05-23:57:09,0,0,0,0,0,20
23:57:10-23:57:14,0,0,0,0,0,20
23:57:15-23:57:19,0,0,0,0,0,20
23:57:20-23:57:24,0,0,0,0,0,20
23:57:25-23:57:29,0,0,0,0,0,20
23:57:30-23:57:34,0,0,0,0,17,20
23:57:35-23:57:39,0,0,0,0,71,20
23:57:40-23:57:44,0,0,0,0,0,20
23:57:45-23:57:49,0,0,0,0,0,20
23:57:50-23:57:54,0,0,0,0,0,20
23:57:55-23:57:59,0,0,0,0,0,20
23:58:00-23:58:04,0,0,0,0,0,20
23:58:05-23:58:09,0,0,0,0,0,20
23:58:10-23:58:14,0,0,0,0,0,20
23:58:15-23:58:19,0,0,0,0,0,20
23:58:20-23:58:24,0,0,0,0,0,20
23:58:25-23:58:29,0,0,0,0,0,20
23:58:30-23:58:34,0,0,0,0,0,20
23:58:35-23:58:39,0,0,0,0,0,20
23:58:40-23:58:44,0,0,0,0,0,20
23:58:45-23:58:49,0,0,0,0,0,20
23:58:50-23:58:54,0,0,0,0,0,20
23:58:55-23:58:59,0,0,0,0,0,20
23:59:00-23:59:04,0,0,0,0,0,20
23:59:05-23:59:09,0,0,0,0,0,20
23:59:10-23:59:14,0,0,0,0,0,20
23:59:15-23:59:19,0,0,0,0,42,20
23:59:20-23:59:24,0,0,0,0,32,20
23:59:25-23:59:29,0,0,0,0,0,20
23:59:30-23:59:34,0,0,0,0,0,20
23:59:35-23:59:39,0,0,0,0,0,20
23:59:40-23:59:44,0,0,0,0,0,20
23:59:45-23:59:49,0,0,0,0,0,20
23:59:50-23:59:54,0,0,0,0,0,20
23:59:55-23:59:59,0,0,0,0,0,20
23:55:00-23:55:04,0,0,5,0,43,27
23:55:05-23:55:09,0,0,13,0,65,27
23:55:10-23:55:14,0,0,8,0,171,27
23:55:15-23:55:19,0,0,9,0,52,27
23:55:20-23:55:24,0,0,7,0,63,27
23:55:25-23:55:29,0,0,16,0,69,27
23:55:30-23:55:34,0,0,13,0,54,27
23:55:35-23:55:39,0,0,8,0,60,27
23:55:40-23:55:44,0,0,8,0,53,27
23:55:45-23:55:49,0,0,2,0,79,27
23:55:50-23:55:54,0,0,9,0,43,27
23:55:55-23:55:59,0,0,7,0,43,27
23:56:00-23:56:04,0,0,5,0,40,27
23:56:05-23:56:09,0,0,3,0,49,27
23:56:10-23:56:14,0,0,5,0,62,27
23:56:15-23:56:19,0,0,3,0,80,27
23:56:20-23:56:24,0,0,1,0,67,27
23:56:25-23:56:29,0,0,3,0,69,27
23:56:30-23:56:34,0,0,6,0,57,27
23:56:35-23:56:39,0,0,4,0,40,27
23:56:40-23:56:44,0,0,25,0,73,27
23:56:45-23:56:49,0,0,11,0,56,27
23:56:50-23:56:54,0,0,3,0,41,27
23:56:55-23:56:59,0,0,3,0,42,27
23:57:00-23:57:04,0,0,5,0,64,27
23:57:05-23:57:09,0,0,3,0,46,27
23:57:10-23:57:14,0,0,7,0,52,27
23:57:15-23:57:19,0,0,15,0,62,27
23:57:20-23:57:24,0,0,7,0,68,27
23:57:25-23:57:29,0,0,3,0,59,27
23:57:30-23:57:34,0,0,9,0,75,27
23:57:35-23:57:39,0,0,4,0,46,27
23:57:40-23:57:44,0,0,8,0,62,27
23:57:45-23:57:49,0,0,22,0,96,27
23:57:50-23:57:54,0,0,3,0,78,27
23:57:55-23:57:59,0,0,0,0,126,27
23:58:00-23:58:04,0,0,9,0,72,27
23:58:05-23:58:09,0,0,3,0,72,27
23:58:10-23:58:14,0,0,13,0,83,27
23:58:15-23:58:19,0,0,3,0,40,27
23:58:20-23:58:24,0,0,3,0,40,27
23:58:25-23:58:29,0,0,2,0,53,27
23:58:30-23:58:34,0,0,4,0,60,27
23:58:35-23:58:39,0,0,4,0,82,27
23:58:40-23:58:44,0,0,39,0,101,27
23:58:45-23:58:49,0,0,4,0,33,27
23:58:50-23:58:54,0,0,3,0,111,27
23:58:55-23:58:59,0,0,6,0,55,27
23:59:00-23:59:04,0,0,6,0,64,27
23:59:05-23:59:09,0,0,8,0,56,27
23:59:10-23:59:14,0,0,7,0,30,27
23:59:15-23:59:19,0,0,16,0,106,27
23:59:20-23:59:24,0,0,3,0,75,27
23:59:25-23:59:29,0,0,10,0,59,27
23:59:30-23:59:34,0,0,2,0,41,27
23:59:35-23:59:39,0,0,3,0,48,27
23:59:40-23:59:44,0,0,5,0,48,27
23:59:45-23:59:49,0,0,8,0,66,27
23:59:50-23:59:54,0,0,2,0,34,27
23:59:55-23:59:59,0,0,4,0,55,27
23:55:00-23:55:04,0,0,24,0,43,5
23:55:05-23:55:09,0,0,21,0,65,5
23:55:10-23:55:14,0,0,94,0,171,5
23:55:15-23:55:19,0,0,16,0,52,5
23:55:20-23:55:24,0,0,13,0,63,5
23:55:25-23:55:29,0,0,35,0,69,5
23:55:30-23:55:34,0,0,24,0,54,5
23:55:35-23:55:39,0,0,22,0,60,5
23:55:40-23:55:44,0,0,19,0,53,5
23:55:45-23:55:49,0,0,31,0,79,5
23:55:50-23:55:54,0,0,13,0,43,5
23:55:55-23:55:59,0,0,18,0,43,5
23:56:00-23:56:04,0,0,12,0,40,5
23:56:05-23:56:09,0,0,20,0,49,5
23:56:10-23:56:14,0,0,25,0,62,5
23:56:15-23:56:19,0,0,17,0,80,5
23:56:20-23:56:24,0,0,19,0,67,5
23:56:25-23:56:29,0,0,22,0,69,5
23:56:30-23:56:34,0,0,27,0,57,5
23:56:35-23:56:39,0,0,14,0,40,5
23:56:40-23:56:44,0,0,19,0,73,5
23:56:45-23:56:49,0,0,22,0,56,5
23:56:50-23:56:54,0,0,13,0,41,5
23:56:55-23:56:59,0,0,16,0,42,5
23:57:00-23:57:04,0,0,26,0,64,5
23:57:05-23:57:09,0,0,23,0,46,5
23:57:10-23:57:14,0,0,23,0,52,5
23:57:15-23:57:19,0,0,18,0,62,5
23:57:20-23:57:24,0,0,27,0,68,5
23:57:25-23:57:29,0,0,21,0,59,5
23:57:30-23:57:34,0,0,24,0,75,5
23:57:35-23:57:39,0,0,13,0,46,5
23:57:40-23:57:44,0,0,24,0,62,5
23:57:45-23:57:49,0,0,29,0,96,5
23:57:50-23:57:54,0,0,31,0,78,5
23:57:55-23:57:59,0,0,32,0,126,5
23:58:00-23:58:04,0,0,24,0,72,5
23:58:05-23:58:09,0,0,23,0,72,5
23:58:10-23:58:14,0,0,38,0,83,5
23:58:15-23:58:19,0,0,20,0,40,5
23:58:20-23:58:24,0,0,19,0,40,5
23:58:25-23:58:29,0,0,23,0,53,5
23:58:30-23:58:34,0,0,17,0,60,5
23:58:35-23:58:39,0,0,28,0,82,5
23:58:40-23:58:44,0,0,18,0,101,5
23:58:45-23:58:49,0,0,16,0,33,5
23:58:50-23:58:54,0,0,48,0,111,5
23:58:55-23:58:59,0,0,21,0,55,5
23:59:00-23:59:04,0,0,25,0,64,5
23:59:05-23:59:09,0,0,22,0,56,5
23:59:10-23:59:14,0,0,9,0,30,5
23:59:15-23:59:19,0,0,49,0,106,5
23:59:20-23:59:24,0,0,22,0,75,5
23:59:25-23:59:29,0,0,19,0,59,5
23:59:30-23:59:34,0,0,8,0,41,5
23:59:35-23:59:39,0,0,17,0,48,5
23:59:40-23:59:44,0,0,20,0,48,5
23:59:45-23:59:49,0,0,27,0,66,5
23:59:50-23:59:54,0,0,13,0,34,5
23:59:55-23:59:59,0,0,15,0,55,5
23:55:00-23:55:04,0,0,0,0,0,20
23:55:05-23:55:09,0,0,0,0,0,20
23:55:10-23:55:14,0,0,0,0,0,20
23:55:15-23:55:19,0,0,0,0,0,20
23:55:20-23:55:24,0,0,0,0,0,20
23:55:25-23:55:29,0,0,0,0,0,20
23:55:30-23:55:34,0,0,0,0,0,20
23:55:35-23:55:39,0,0,0,0,0,20
23:55:40-23:55:44,0,0,0,0,0,20
23:55:45-23:55:49,0,0,0,0,0,20
23:55:50-23:55:54,0,0,0,0,0,20
23:55:55-23:55:59,0,0,0,0,76,20
23:56:00-23:56:04,0,0,0,0,0,20
23:56:05-23:56:09,0,0,0,0,0,20
23:56:10-23:56:14,0,0,0,0,0,20
23:56:15-23:56:19,0,0,0,0,0,20
23:56:20-23:56:24,0,0,0,0,0,20
23:56:25-23:56:29,0,0,0,0,0,20
23:56:30-23:56:34,0,0,0,0,0,20
23:56:35-23:56:39,0,0,0,0,0,20
23:56:40-23:56:44,0,0,0,0,0,20
23:56:45-23:56:49,0,0,0,0,0,20
23:56:50-23:56:54,0,0,0,0,0,20
23:56:55-23:56:59,0,0,0,0,0,20
23:57:00-23:57:04,0,0,0,0,0,20
23:57:05-23:57:09,0,0,0,0,0,20
23:57:10-23:57:14,0,0,0,0,0,20
23:57:15-23:57:19,0,0,0,0,0,20
23:57:20-23:57:24,0,0,0,0,0,20
23:57:25-23:57:29,0,0,0,0,0,20
23:57:30-23:57:34,0,0,0,0,17,20
23:57:35-23:57:39,0,0,0,0,71,20
23:57:40-23:57:44,0,0,0,0,0,20
23:57:45-23:57:49,0,0,0,0,0,20
23:57:50-23:57:54,0,0,0,0,0,20
23:57:55-23:57:59,0,0,0,0,0,20
23:58:00-23:58:04,0,0,0,0,0,20
23:58:05-23:58:09,0,0,0,0,0,20
23:58:10-23:58:14,0,0,0,0,0,20
