event_num,timestamp
1,00:00:28
1,00:00:58
2,02:00:18
2,02:01:18
2,02:01:18
2,02:01:32
2,02:01:55
3,04:00:07
3,04:00:37
4,06:00:29
4,06:01:29
4,06:02:12
4,06:02:14
5,08:00:18
5,08:00:48
6,10:00:10
6,10:00:40
6,10:00:40
6,10:00:44
6,10:01:20
7,12:00:30
7,12:01:00
8,14:00:49
8,14:01:19
8,14:01:53
8,14:01:55
8,14:01:55
8,14:01:59
9,16:00:08
9,16:00:38
10,18:00:28
10,18:01:28
10,18:01:29
10,18:01:59
11,20:00:17
11,20:00:47
12,22:00:06
12,22:00:06
12,22:00:36
12,22:00:36
12,22:00:37
12,22:00:37
12,22:00:49
12,22:00:49
12,22:01:32
12,22:01:32
