event_num,timestamp
1,00:00:02
1,00:00:02
2,02:00:02
2,02:00:15
2,02:00:51
2,02:00:54
2,02:01:05
2,02:01:17
2,02:01:17
2,02:01:23
2,02:01:42
2,02:01:47
2,02:02:04
2,02:02:26
2,02:02:58
3,04:00:02
3,04:00:02
3,04:00:02
4,06:00:02
4,06:00:24
4,06:01:16
4,06:01:19
4,06:02:12
4,06:03:11
5,08:00:02
6,10:00:02
6,10:00:07
6,10:00:40
6,10:00:57
6,10:01:30
6,10:01:41
6,10:02:09
6,10:02:36
7,12:00:02
7,12:00:02
8,14:00:02
8,14:00:18
8,14:00:50
8,14:01:24
8,14:01:37
8,14:02:08
9,16:00:02
9,16:00:02
9,16:00:02
9,16:00:02
10,18:00:02
10,18:00:27
10,18:00:41
10,18:00:43
10,18:00:47
10,18:00:51
10,18:01:01
10,18:01:42
10,18:01:59
10,18:02:09
10,18:02:38
10,18:03:08
11,20:00:02
12,22:00:21
12,22:00:21
12,22:00:54
12,22:00:54
12,22:01:08
12,22:01:08
12,22:01:27
12,22:01:27
12,22:01:32
12,22:01:32
12,22:02:13
12,22:02:13
12,22:02:42
12,22:02:42
