event_num,timestamp
1,00:00:01
2,02:00:02
2,02:00:02
2,02:00:02
2,02:00:17
2,02:01:17
2,02:01:35
3,04:00:02
4,06:00:02
4,06:00:02
4,06:00:02
4,06:00:28
4,06:01:27
4,06:01:54
5,08:00:02
6,10:00:02
6,10:00:02
6,10:00:09
6,10:00:39
6,10:01:34
6,10:02:04
7,12:00:01
8,14:00:01
8,14:00:02
8,14:00:02
8,14:00:19
8,14:00:50
8,14:00:51
8,14:00:55
8,14:01:01
8,14:01:39
8,14:01:44
8,14:02:15
9,16:00:01
10,18:00:02
10,18:00:02
10,18:00:28
10,18:00:58
10,18:01:23
10,18:01:40
10,18:01:40
11,20:00:02
12,22:00:02
12,22:00:02
12,22:00:02
12,22:00:02
12,22:00:02
12,22:00:02
12,22:00:06
12,22:00:06
12,22:01:06
12,22:01:06
12,22:01:20
12,22:01:20
12,22:02:08
12,22:02:08
12,22:14:37
12,22:14:37
