edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
7,3,0,1,157,0,19,0,66
178,39,8,31,162,26,104,25,178
5,2,0,1,131,0,12,0,60
87,24,3,14,161,22,69,31,554
5,2,0,1,127,0,13,0,64
198,65,15,26,170,34,159,21,1212
12,4,2,1,157,0,22,0,72
115,27,4,16,161,24,86,27,434
0,4,0,0,135,3,15,20,1183
81,25,2,14,161,20,75,26,682
17,3,2,1,158,0,23,0,917
91,21,3,14,103,20,73,27,780
