event_num,timestamp
1,00:00:07
2,02:00:29
2,02:01:22
2,02:02:22
2,02:02:52
2,02:06:12
3,04:00:12
4,06:00:36
4,06:01:03
4,06:01:34
4,06:01:53
5,08:00:29
6,10:00:22
6,10:00:53
6,10:01:20
6,10:01:48
6,10:01:49
7,12:00:04
7,12:00:37
8,14:00:05
8,14:01:04
8,14:01:26
9,16:00:05
9,16:00:32
10,18:00:20
10,18:00:53
10,18:00:57
10,18:01:26
10,18:01:52
11,20:00:31
12,22:00:11
12,22:00:11
12,22:00:43
12,22:00:43
12,22:01:13
12,22:01:13
12,22:01:40
12,22:01:40
12,22:02:12
12,22:02:12
12,22:02:25
12,22:02:25
