edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
7,5,2,0,16,0,23,0,90
182,38,4,37,19,25,115,21,694
67,5,15,1,16,0,22,0,235
183,26,8,26,19,27,95,28,675
53,5,10,1,15,1,24,4,7103
193,25,11,22,19,26,100,26,1164
60,6,13,1,15,0,24,0,211
246,29,11,39,19,29,120,24,674
44,4,12,0,13,5,16,31,6678
267,34,16,39,19,28,129,21,680
64,7,15,0,17,1,25,4,712
152,29,6,28,19,24,78,30,695
