edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
15,6,3,0,16,2,27,7,4567
163,28,6,31,18,26,86,30,668
78,3,15,2,15,0,25,0,247
156,19,7,21,18,22,80,27,690
60,5,12,2,15,0,24,0,260
183,26,9,35,18,25,96,26,694
65,4,15,1,16,4,24,16,4869
172,29,5,29,18,27,86,31,675
73,3,16,1,16,13,23,56,6968
127,37,6,20,18,23,82,28,720
51,8,9,1,16,5,25,20,6756
127,38,7,21,18,26,85,30,890
