edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
7,5,1,0,158,0,21,0,64
85,27,3,14,162,24,79,30,334
11,2,0,0,127,0,17,0,72
78,24,4,13,161,22,70,31,613
11,4,1,1,130,0,18,0,111
89,27,3,15,162,23,80,28,253
9,1,0,0,125,0,14,0,88
83,31,5,14,162,23,83,27,354
4,2,0,0,122,0,14,0,66
95,34,4,14,170,21,87,24,1137
6,3,1,0,157,0,19,0,48
89,18,4,13,103,20,68,29,539
