event_num,timestamp
1,00:00:11
1,00:01:11
2,02:00:02
2,02:00:20
2,02:00:50
2,02:01:20
2,02:01:45
3,04:00:20
3,04:01:20
4,06:00:32
4,06:01:32
4,06:01:43
5,08:00:06
6,10:00:20
6,10:00:31
6,10:00:50
6,10:01:20
6,10:01:50
6,10:02:02
7,12:00:03
8,14:00:08
8,14:00:09
8,14:00:38
8,14:01:08
8,14:01:38
8,14:01:53
9,16:00:21
10,18:00:02
10,18:00:22
10,18:00:52
10,18:01:22
10,18:01:46
11,20:00:03
12,22:00:14
12,22:00:14
12,22:00:28
12,22:00:28
12,22:00:43
12,22:00:43
12,22:01:13
12,22:01:13
12,22:01:44
12,22:01:44
12,22:02:11
12,22:02:11
