event_num,timestamp
2,02:00:02
2,02:00:28
2,02:00:52
2,02:00:58
2,02:00:58
2,02:00:58
2,02:00:58
2,02:01:06
2,02:04:07
2,02:04:07
2,02:04:07
4,06:00:02
4,06:00:07
4,06:00:33
4,06:00:36
4,06:00:38
4,06:00:38
4,06:00:38
4,06:00:38
4,06:00:38
4,06:00:46
4,06:00:46
4,06:01:17
4,06:05:20
4,06:05:39
4,06:05:39
6,10:00:02
6,10:00:18
6,10:00:46
6,10:00:48
6,10:00:48
6,10:00:48
6,10:00:48
6,10:01:13
6,10:01:13
6,10:01:42
6,10:01:45
6,10:01:45
6,10:01:48
8,14:00:02
8,14:00:31
8,14:00:32
8,14:01:01
8,14:01:01
8,14:01:01
8,14:02:12
10,18:00:02
10,18:00:12
10,18:00:21
10,18:00:42
10,18:00:42
10,18:01:31
10,18:01:52
10,18:01:53
10,18:01:53
10,18:01:54
10,18:01:54
10,18:01:55
10,18:01:55
10,18:01:57
10,18:02:17
10,18:02:33
12,22:00:02
12,22:00:02
12,22:00:22
12,22:00:22
12,22:00:43
12,22:00:43
12,22:00:52
12,22:00:52
12,22:00:52
12,22:00:52
12,22:00:52
12,22:00:52
12,22:00:52
12,22:00:52
12,22:01:13
12,22:01:13
12,22:01:13
12,22:01:13
12,22:01:43
12,22:01:43
12,22:06:16
12,22:06:16
12,22:06:24
12,22:06:24
12,22:06:42
12,22:06:42
