event_num,timestamp
1,00:00:05
2,02:00:05
2,02:00:14
2,02:00:29
2,02:00:45
2,02:00:52
2,02:01:15
3,04:00:05
4,06:00:06
4,06:00:23
4,06:00:38
4,06:01:02
4,06:01:06
4,06:01:22
5,08:00:04
6,10:00:04
6,10:00:33
6,10:00:42
6,10:01:10
7,12:00:05
8,14:00:04
8,14:00:11
8,14:00:19
8,14:00:41
8,14:00:57
8,14:01:13
9,16:00:05
10,18:00:05
10,18:00:23
10,18:00:28
10,18:00:54
10,18:00:58
10,18:01:09
10,18:01:18
10,18:01:24
11,20:00:05
12,22:00:04
12,22:00:04
12,22:00:35
12,22:00:35
12,22:00:53
12,22:00:53
12,22:01:05
12,22:01:05
