edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
24,2,6,1,15,0,27,0,76
172,29,3,33,19,28,92,30,672
66,6,15,0,17,1,24,4,6719
178,34,11,27,19,29,103,28,678
57,9,14,1,16,0,27,0,92
111,23,4,20,19,25,66,37,667
36,4,8,0,14,1,16,6,1261
233,25,14,35,19,30,107,28,670
57,3,13,0,14,4,18,22,7153
267,33,14,39,19,26,125,20,680
54,3,13,1,14,5,18,27,900
209,30,15,26,19,36,105,34,668
