edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
9,7,0,0,167,0,25,0,175
108,32,3,17,171,22,93,23,364
4,4,0,0,138,0,17,0,194
79,35,3,13,171,24,86,27,200
7,5,0,0,140,0,19,0,69
108,30,3,19,171,24,93,25,423
9,6,2,0,167,0,24,0,122
117,28,7,18,170,25,86,29,465
8,3,1,0,167,0,21,0,119
162,42,9,22,171,26,119,21,319
6,1,0,0,142,0,15,0,228
126,35,5,18,103,24,96,25,480
