event_num,timestamp
2,02:00:02
2,02:00:04
2,02:00:11
2,02:00:40
2,02:00:41
2,02:00:42
2,02:00:54
2,02:00:55
2,02:01:05
2,02:01:06
2,02:01:37
2,02:01:38
4,06:00:01
4,06:00:02
4,06:00:20
4,06:00:21
4,06:01:20
4,06:01:21
4,06:01:27
4,06:01:27
4,06:01:28
4,06:01:58
4,06:02:00
4,06:02:01
4,06:02:01
6,10:00:02
6,10:00:02
6,10:00:03
6,10:00:29
6,10:00:29
6,10:01:00
6,10:01:00
6,10:01:01
8,14:00:01
8,14:00:02
8,14:00:02
8,14:00:03
8,14:00:40
8,14:00:48
8,14:00:48
8,14:01:08
8,14:01:08
8,14:01:10
8,14:01:41
8,14:01:44
10,18:00:02
10,18:00:02
10,18:00:03
10,18:00:20
10,18:00:49
10,18:00:50
10,18:00:50
10,18:01:07
10,18:01:09
10,18:01:40
10,18:01:56
10,18:01:57
10,18:01:57
12,22:00:01
12,22:00:02
12,22:00:02
12,22:00:29
12,22:00:29
12,22:00:29
12,22:00:29
12,22:00:59
12,22:00:59
12,22:01:13
12,22:01:13
