edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
11,2,2,0,17,0,24,0,191
242,28,11,38,22,37,129,28,731
72,2,16,2,18,0,26,0,243
336,50,23,45,22,43,171,25,722
69,7,15,1,17,0,27,0,257
190,20,12,34,22,28,89,31,744
51,7,10,0,15,0,22,0,210
262,36,15,34,22,42,135,31,703
49,4,11,0,14,0,20,0,446
251,33,19,32,22,30,127,23,719
59,2,11,1,15,0,20,0,293
196,17,11,32,22,26,88,29,687
