edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
6,3,1,0,15,0,20,0,85
221,28,14,31,18,31,114,27,214
34,2,6,0,12,0,15,0,92
190,23,6,26,18,25,88,28,176
51,3,11,1,12,0,18,0,69
171,23,9,30,18,26,83,31,180
67,4,13,0,15,0,22,0,77
175,21,6,25,19,27,90,30,157
42,4,9,0,12,0,18,0,55
177,31,8,29,19,25,88,28,638
42,4,8,0,12,0,17,0,63
225,20,14,29,19,25,87,28,155
