13:55:00,4,0,2,11,8,9,16,1,0,2.0,6,1,3,0,1
13:55:01,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:02,6,0,4,8,6,7,6,0,0,0.0,0,0,6,0,0
13:55:03,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:04,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:05,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:06,6,0,3,11,9,10,26,2,0,1.8,5,2,3,0,3
13:55:07,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:08,1,0,0,4,4,4,0,0,0,0.0,0,0,1,0,0
13:55:09,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:10,7,0,3,6,4,5,0,2,1,1.83333333333,4,3,4,1,2
13:55:11,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:12,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:13,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:14,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:15,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:16,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:17,89,0,49,10,5,6,31,7,1,0.583333333333,6,11,86,3,0
13:55:18,1,0,0,10,10,10,3,0,0,0.0,0,0,1,0,0
13:55:19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:20,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:21,15,0,10,7,6,6,0,2,1,1.15384615385,5,4,14,1,0
13:55:22,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:23,3,0,0,7,6,6,2,0,0,0.0,0,0,2,0,1
13:55:24,2,0,0,8,8,8,0,0,0,2.0,2,1,2,0,0
13:55:25,3,0,0,9,8,8,1,1,1,4.5,5,2,3,0,0
13:55:26,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:27,3,0,0,8,6,7,0,0,1,5.0,5,1,2,1,0
13:55:28,12,9,5,12,5,8,11,1,0,1.5,10,3,7,5,0
13:55:29,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:30,1,0,0,7,7,7,0,0,0,0.0,0,0,1,0,0
13:55:31,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:32,1,1,0,7,7,7,0,0,0,0.0,0,0,1,0,0
13:55:33,16,0,5,8,4,6,4,4,4,3.16666666667,6,8,10,0,6
13:55:34,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
13:55:35,3,0,1,9,9,9,12,0,0,0.5,1,1,0,0,2
13:55:36,3,0,1,5,4,4,0,1,0,1.5,3,1,2,0,0
