edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
4,5,2,0,20,0,25,0,265
342,69,13,56,24,34,193,17,689
68,6,15,0,17,0,22,0,82
272,22,13,50,24,33,120,27,666
64,1,15,0,16,0,19,0,277
266,27,13,44,24,29,121,23,684
118,8,23,5,20,0,40,0,6895
301,36,21,50,24,41,143,28,709
78,14,19,4,20,0,42,0,6850
377,49,27,57,24,34,168,20,673
75,13,18,0,21,1,32,3,6880
239,35,16,41,24,28,116,24,662
