edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
6,4,2,0,16,0,23,0,125
229,33,3,47,21,28,109,25,704
100,7,19,4,16,0,31,0,137
206,20,12,32,21,27,91,29,689
62,5,14,0,17,1,25,4,1175
169,26,8,26,21,32,92,34,663
55,4,14,0,16,0,21,0,264
158,20,9,26,21,28,82,34,680
61,6,14,0,17,2,27,7,1175
192,28,8,35,21,28,106,26,678
70,7,17,1,17,1,26,3,867
177,37,9,32,21,28,104,26,685
