edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
15,2,3,1,16,0,23,0,109
244,37,8,41,21,34,128,26,692
82,2,17,1,16,0,24,0,185
152,18,8,28,21,28,72,38,649
72,6,14,2,16,0,26,0,88
229,27,11,37,21,32,105,30,680
77,4,15,0,16,0,23,0,134
187,32,9,34,21,30,105,28,682
69,3,13,1,16,0,23,0,236
172,26,10,27,21,27,90,30,673
74,1,15,3,16,0,23,0,309
142,30,9,26,21,31,84,36,654
