event_num,timestamp
1,00:00:18
1,00:00:48
1,00:00:52
1,00:00:52
2,02:00:18
2,02:00:48
2,02:00:50
2,02:00:50
2,02:01:17
2,02:01:18
2,02:01:47
2,02:01:48
3,04:00:19
3,04:00:50
4,06:00:49
4,06:00:50
4,06:01:19
4,06:01:19
5,08:00:20
5,08:00:50
6,10:00:24
6,10:00:50
6,10:00:53
6,10:00:54
6,10:01:23
6,10:01:24
7,12:00:24
7,12:00:51
8,14:00:25
8,14:00:50
8,14:00:54
8,14:00:55
8,14:01:24
8,14:01:25
8,14:01:54
8,14:01:55
9,16:00:03
9,16:00:51
10,18:00:35
10,18:00:50
10,18:01:04
10,18:01:05
10,18:01:34
10,18:01:35
11,20:00:06
11,20:00:50
12,22:00:38
12,22:00:38
12,22:00:52
12,22:00:52
12,22:01:07
12,22:01:07
12,22:01:07
12,22:01:07
12,22:01:37
12,22:01:37
12,22:01:38
12,22:01:38
12,22:02:07
12,22:02:07
12,22:02:07
12,22:02:07
