edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
24,4,6,1,16,1,30,3,972
230,46,16,29,19,32,137,23,704
75,5,16,4,15,0,29,0,89
163,25,5,28,19,28,85,32,671
60,5,15,0,16,5,22,22,6729
190,26,13,27,19,28,97,28,651
64,3,16,1,16,7,23,30,6972
252,28,10,41,19,24,117,20,692
80,3,21,2,16,18,26,69,7008
180,21,8,25,19,27,90,30,769
61,7,13,1,16,22,25,88,7127
219,25,10,35,19,29,98,29,684
