edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
10,2,0,0,169,0,21,0,71
216,18,4,27,173,26,100,26,692
8,4,1,1,140,0,17,0,216
142,19,5,24,173,25,84,29,658
6,5,0,0,168,0,22,0,151
118,25,3,18,173,27,86,31,966
2,2,0,0,140,0,14,0,123
170,27,6,26,172,25,97,25,673
8,2,1,1,136,0,15,0,81
158,23,3,26,172,23,93,24,685
8,1,0,0,140,0,15,0,249
144,12,8,21,104,21,75,28,796
