event_num,timestamp
1,00:00:19
1,00:00:49
2,02:00:08
2,02:01:10
2,02:01:10
2,02:01:28
2,02:01:37
2,02:01:37
2,02:01:38
2,02:01:38
2,02:01:39
2,02:01:39
2,02:01:45
3,04:00:27
3,04:00:56
4,06:00:47
4,06:00:47
4,06:01:09
4,06:01:15
5,08:00:06
5,08:00:37
6,10:00:28
6,10:01:28
6,10:01:55
6,10:01:55
6,10:01:56
6,10:02:02
7,12:00:18
7,12:00:48
8,14:00:07
8,14:01:07
8,14:01:07
8,14:01:14
8,14:01:14
8,14:01:14
8,14:01:29
8,14:01:45
9,16:00:27
10,18:00:16
10,18:01:16
10,18:01:32
10,18:01:38
10,18:01:38
10,18:01:38
10,18:01:41
10,18:01:41
10,18:01:48
11,20:00:05
11,20:00:35
12,22:00:26
12,22:00:26
12,22:01:26
12,22:01:26
12,22:01:26
12,22:01:26
12,22:01:27
12,22:01:27
12,22:01:41
12,22:01:41
12,22:02:02
12,22:02:02
