edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
15,5,2,0,20,0,28,0,210
217,37,9,37,22,36,109,33,671
68,1,14,1,20,0,19,0,185
135,18,11,16,22,27,64,42,663
50,4,11,1,20,0,20,0,262
211,20,8,34,22,31,90,34,688
78,2,15,1,20,0,25,0,192
218,26,11,41,22,29,88,32,668
71,3,15,0,20,0,19,0,115
274,21,16,37,22,30,102,29,677
74,2,15,1,15,0,20,0,159
207,26,10,38,22,25,93,26,692
