edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
14,4,3,1,16,0,24,0,199
202,26,5,36,21,28,99,28,675
78,6,16,1,16,0,25,0,544
240,27,12,33,21,30,111,27,666
58,2,13,0,13,0,19,0,81
219,29,20,30,21,36,108,33,707
54,4,10,2,19,0,24,0,1411
219,34,15,27,21,38,115,33,703
66,2,16,1,16,1,25,4,106
194,28,10,32,21,29,98,29,682
57,2,13,1,19,1,19,5,96
212,16,8,36,21,23,87,26,693
