edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
12,5,2,1,18,0,24,0,84
113,34,4,20,20,26,81,32,800
43,5,8,1,14,0,19,0,6523
199,40,10,30,20,30,109,27,677
72,5,17,1,16,0,24,0,166
167,22,11,26,20,27,76,35,666
64,4,12,1,16,0,22,0,111
215,30,10,33,20,27,103,26,666
71,2,16,0,18,0,21,0,55
179,23,6,32,20,24,82,29,1486
54,3,10,1,13,0,18,0,121
200,24,12,23,20,26,93,27,661
