event_num,timestamp
1,00:00:02
2,02:00:02
2,02:00:11
2,02:00:43
2,02:11:56
3,04:00:02
4,06:00:02
4,06:00:55
4,06:01:02
4,06:11:27
5,08:00:02
5,08:00:02
5,08:00:02
5,08:00:02
6,10:00:03
6,10:00:04
6,10:00:28
6,10:00:55
6,10:01:28
6,10:10:43
6,10:10:46
7,12:00:02
7,12:00:02
7,12:00:02
8,14:00:02
8,14:00:14
8,14:00:14
8,14:00:39
8,14:01:06
8,14:11:16
9,16:00:02
9,16:00:02
9,16:00:02
10,18:00:02
10,18:00:56
10,18:11:26
11,20:00:02
12,22:00:02
12,22:00:02
12,22:00:04
12,22:00:04
12,22:00:40
12,22:00:40
12,22:11:07
12,22:11:07
