edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
7,4,2,0,15,0,22,0,137
203,32,7,30,19,27,115,23,716
55,4,13,0,15,0,21,0,93
285,33,12,46,19,30,123,24,687
91,4,19,4,16,1,29,3,270
163,22,6,21,19,25,87,28,646
52,9,12,1,15,0,28,0,57
142,31,5,28,19,25,84,29,676
78,5,18,2,16,1,30,3,6711
222,28,11,37,20,30,115,26,686
59,7,15,0,17,3,25,12,672
190,25,9,29,20,30,93,32,667
