edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
11,5,1,0,15,0,25,0,205
104,36,1,22,18,26,75,34,679
70,4,15,1,15,0,26,0,226
159,35,5,29,18,27,93,29,684
62,7,14,1,15,0,26,0,298
145,17,5,23,18,25,74,33,673
61,4,14,1,15,0,25,0,64
118,28,4,22,18,24,75,32,676
60,9,12,1,15,0,26,0,194
113,30,5,21,18,25,77,32,699
62,6,12,1,15,0,26,0,101
153,34,7,31,18,24,91,26,706
