edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
11,3,2,0,165,0,20,0,48
78,31,3,14,170,24,79,30,161
6,3,0,0,132,0,15,0,51
155,24,3,22,169,26,91,28,163
11,4,2,0,165,0,22,0,61
201,31,4,31,170,26,106,24,199
4,4,0,0,164,0,19,0,68
139,22,3,24,170,30,86,34,174
6,6,0,0,165,0,22,0,77
166,33,5,24,170,25,101,24,245
10,5,1,1,165,0,21,0,84
126,22,5,24,103,24,86,27,248
