edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
6,5,0,0,169,0,22,0,191
146,25,3,25,173,25,94,26,675
8,1,1,1,137,0,14,0,76
115,23,4,23,173,29,80,36,1189
8,4,1,0,169,0,22,0,71
135,34,4,21,170,23,95,24,766
8,3,1,0,170,0,21,0,235
124,25,3,18,174,23,87,26,858
4,1,0,0,143,0,14,0,234
158,27,2,25,172,25,99,25,1439
7,4,1,0,143,0,18,0,87
120,21,3,22,106,21,81,25,1154
