edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
9,3,2,0,18,3,23,13,112
177,22,2,35,21,24,87,27,672
81,4,17,1,16,1,24,4,116
197,38,8,38,21,33,100,33,682
97,3,18,3,16,0,26,0,230
237,22,16,35,21,31,98,31,661
82,6,17,2,16,0,30,0,259
212,23,9,36,21,29,100,28,663
67,6,15,1,16,0,23,0,88
190,35,7,38,21,34,108,31,679
67,4,16,0,16,0,23,0,150
238,43,15,32,21,35,126,27,713
