time_range, announc_as_counter, announc_as_counter_ip, num_path_dict_before, num_as_pairs, source_as_counter, timestamp
3:58:55-3:58:59,0,0,8,0,58,2
3:59:00-3:59:04,0,0,0,0,79,2
3:59:05-3:59:09,0,0,1,0,70,2
3:59:10-3:59:14,0,0,4,0,45,2
3:59:15-3:59:19,0,0,0,0,32,2
3:59:20-3:59:24,0,0,8,0,47,2
3:59:25-3:59:29,0,0,30,0,145,2
3:59:30-3:59:34,0,0,6,0,37,2
3:59:35-3:59:39,0,0,1,0,29,2
3:59:40-3:59:44,0,0,0,0,46,2
3:59:45-3:59:49,0,0,1,0,46,2
3:59:50-3:59:54,0,0,43,0,95,2
3:59:55-3:59:59,0,0,3,0,42,2
3:55:00-3:55:04,0,0,0,0,16,49
3:55:05-3:55:09,0,0,1,0,10,49
3:55:10-3:55:14,0,0,1,0,17,49
3:55:15-3:55:19,0,0,1,0,7,49
3:55:20-3:55:24,0,0,1,0,8,49
3:55:25-3:55:29,0,0,0,0,5,49
3:55:30-3:55:34,0,0,0,0,14,49
3:55:35-3:55:39,0,0,2,0,11,49
3:55:40-3:55:44,0,0,5,0,27,49
3:55:45-3:55:49,0,0,1,0,6,49
3:55:50-3:55:54,0,0,0,0,18,49
3:55:55-3:55:59,0,0,0,0,9,49
3:56:00-3:56:04,0,0,1,0,17,49
3:56:05-3:56:09,0,0,1,0,7,49
3:56:10-3:56:14,0,0,24,0,33,49
3:56:15-3:56:19,0,0,2,0,15,49
3:56:20-3:56:24,0,0,0,0,6,49
3:56:25-3:56:29,0,0,0,0,4,49
3:56:30-3:56:34,0,0,0,0,9,49
3:56:35-3:56:39,0,0,1,0,18,49
3:56:40-3:56:44,0,0,0,0,10,49
3:56:45-3:56:49,0,0,1,0,3,49
3:56:50-3:56:54,0,0,0,0,1,49
3:56:55-3:56:59,0,0,0,0,3,49
3:57:00-3:57:04,0,0,2,0,13,49
3:57:05-3:57:09,0,0,0,0,6,49
3:57:10-3:57:14,0,0,0,0,3,49
3:57:15-3:57:19,0,0,0,0,4,49
3:57:20-3:57:24,0,0,0,0,10,49
3:57:25-3:57:29,0,0,0,0,6,49
3:57:30-3:57:34,0,0,0,0,6,49
3:57:35-3:57:39,0,0,0,0,3,49
3:57:40-3:57:44,0,0,2,0,6,49
3:57:45-3:57:49,0,0,0,0,3,49
3:57:50-3:57:54,0,0,0,0,4,49
3:57:55-3:57:59,0,0,3,0,11,49
3:58:00-3:58:04,0,0,4,0,8,49
3:58:05-3:58:09,0,0,0,0,3,49
3:58:10-3:58:14,0,0,0,0,14,49
3:58:15-3:58:19,0,0,0,0,10,49
3:58:20-3:58:24,0,0,0,0,2,49
3:58:25-3:58:29,0,0,0,0,9,49
3:58:30-3:58:34,0,0,0,0,13,49
3:58:35-3:58:39,0,0,2,0,8,49
3:58:40-3:58:44,0,0,0,0,4,49
3:58:45-3:58:49,0,0,0,0,4,49
3:58:50-3:58:54,0,0,2,0,11,49
3:58:55-3:58:59,0,0,2,0,7,49
3:59:00-3:59:04,0,0,1,0,11,49
3:59:05-3:59:09,0,0,1,0,5,49
3:59:10-3:59:14,0,0,0,0,34,49
3:59:15-3:59:19,0,0,3,0,13,49
3:59:20-3:59:24,0,0,0,0,2,49
3:59:25-3:59:29,0,0,0,0,11,49
3:59:30-3:59:34,0,0,0,0,13,49
3:59:35-3:59:39,0,0,0,0,14,49
3:59:40-3:59:44,0,0,0,0,8,49
3:59:45-3:59:49,0,0,0,0,11,49
3:59:50-3:59:54,0,0,0,0,11,49
3:59:55-3:59:59,0,0,1,0,33,49
3:55:00-3:55:04,2,70,5,1,46,2
3:55:05-3:55:09,2,73,25,1,77,2
3:55:10-3:55:14,2,54,16,1,63,2
3:55:15-3:55:19,2,53,52,1,150,2
3:55:20-3:55:24,2,107,21,1,61,2
3:55:25-3:55:29,2,36,18,1,55,2
3:55:30-3:55:34,2,156,44,1,130,2
3:55:35-3:55:39,2,56,5,1,76,2
3:55:40-3:55:44,2,44,11,1,58,2
3:55:45-3:55:49,2,139,16,1,70,2
3:55:50-3:55:54,2,59,9,1,67,2
3:55:55-3:55:59,2,77,16,1,44,2
3:56:00-3:56:04,2,151,27,1,74,2
3:56:05-3:56:09,2,75,18,1,80,2
3:56:10-3:56:14,2,75,0,1,23,2
3:56:15-3:56:19,2,94,6,1,43,2
3:56:20-3:56:24,2,75,4,1,64,2
3:56:25-3:56:29,2,46,0,1,35,2
3:56:30-3:56:34,2,90,3,1,42,2
3:56:35-3:56:39,2,44,1,1,52,2
3:56:40-3:56:44,2,52,1,1,24,2
3:56:45-3:56:49,2,63,2,1,43,2
3:56:50-3:56:54,2,52,3,1,36,2
3:56:55-3:56:59,2,55,4,1,26,2
3:57:00-3:57:04,2,62,0,1,35,2
3:57:05-3:57:09,2,61,6,1,49,2
3:57:10-3:57:14,2,44,3,1,32,2
3:57:15-3:57:19,2,46,1,1,30,2
3:57:20-3:57:24,2,54,8,1,43,2
3:57:25-3:57:29,2,45,4,1,53,2
3:57:30-3:57:34,2,47,3,1,53,2
3:57:35-3:57:39,2,59,5,1,64,2
3:57:40-3:57:44,2,44,1,1,36,2
3:57:45-3:57:49,2,65,0,1,69,2
3:57:50-3:57:54,2,64,7,1,41,2
3:57:55-3:57:59,2,102,2,2,77,2
3:58:00-3:58:04,2,74,0,1,84,2
3:58:05-3:58:09,2,47,4,1,63,2
3:58:10-3:58:14,2,53,5,1,65,2
3:58:15-3:58:19,2,58,7,1,40,2
3:58:20-3:58:24,2,49,3,1,36,2
3:58:25-3:58:29,2,41,0,1,30,2
3:58:30-3:58:34,2,61,5,1,50,2
3:58:35-3:58:39,2,39,26,1,84,2
3:58:40-3:58:44,2,43,13,1,77,2
3:58:45-3:58:49,2,35,12,1,27,2
3:58:50-3:58:54,2,70,12,1,66,2
3:58:55-3:58:59,2,46,8,1,58,2
3:59:00-3:59:04,2,148,0,1,79,2
3:59:05-3:59:09,2,71,1,1,70,2
3:59:10-3:59:14,2,63,4,1,45,2
3:59:15-3:59:19,2,52,0,1,32,2
3:59:20-3:59:24,2,54,8,1,47,2
3:59:25-3:59:29,2,301,30,1,145,2
3:59:30-3:59:34,2,57,6,1,37,2
3:59:35-3:59:39,2,48,1,1,29,2
3:59:40-3:59:44,2,47,0,1,46,2
3:59:45-3:59:49,2,52,1,1,46,2
3:59:50-3:59:54,2,106,43,1,95,2
3:59:55-3:59:59,2,55,3,1,42,2
3:55:00-3:55:04,0,0,5,0,46,13
3:55:05-3:55:09,0,0,25,0,77,13
3:55:10-3:55:14,0,0,16,0,63,13
3:55:15-3:55:19,0,0,52,0,150,13
3:55:20-3:55:24,0,0,21,0,61,13
3:55:25-3:55:29,0,0,18,0,55,13
3:55:30-3:55:34,0,0,44,0,130,13
3:55:35-3:55:39,0,0,5,0,76,13
3:55:40-3:55:44,0,0,11,0,58,13
3:55:45-3:55:49,0,0,16,0,70,13
3:55:50-3:55:54,0,0,9,0,67,13
3:55:55-3:55:59,0,0,16,0,44,13
3:56:00-3:56:04,0,0,27,0,74,13
3:56:05-3:56:09,0,0,18,0,80,13
3:56:10-3:56:14,0,0,0,0,23,13
3:56:15-3:56:19,0,0,6,0,43,13
3:56:20-3:56:24,0,0,4,0,64,13
3:56:25-3:56:29,0,0,0,0,35,13
3:56:30-3:56:34,0,0,3,0,42,13
3:56:35-3:56:39,0,0,1,0,52,13
3:56:40-3:56:44,0,0,1,0,24,13
3:56:45-3:56:49,0,0,2,0,43,13
3:56:50-3:56:54,0,0,3,0,36,13
3:56:55-3:56:59,0,0,4,0,26,13
3:57:00-3:57:04,0,0,0,0,35,13
3:57:05-3:57:09,0,0,6,0,49,13
3:57:10-3:57:14,0,0,3,0,32,13
3:57:15-3:57:19,0,0,1,0,30,13
3:57:20-3:57:24,0,0,8,0,43,13
3:57:25-3:57:29,0,0,4,0,53,13
3:57:30-3:57:34,0,0,3,0,53,13
3:57:35-3:57:39,0,0,5,0,64,13
3:57:40-3:57:44,0,0,1,0,36,13
3:57:45-3:57:49,0,0,0,0,69,13
3:57:50-3:57:54,0,0,7,0,41,13
3:57:55-3:57:59,0,0,2,0,77,13
3:58:00-3:58:04,0,0,0,0,84,13
3:58:05-3:58:09,0,0,4,0,63,13
3:58:10-3:58:14,0,0,5,0,65,13
3:58:15-3:58:19,0,0,7,0,40,13
3:58:20-3:58:24,0,0,3,0,36,13
3:58:25-3:58:29,0,0,0,0,30,13
3:58:30-3:58:34,0,0,5,0,50,13
3:58:35-3:58:39,0,0,26,0,84,13
3:58:40-3:58:44,0,0,13,0,77,13
3:58:45-3:58:49,0,0,12,0,27,13
3:58:50-3:58:54,0,0,12,0,66,13
3:58:55-3:58:59,0,0,8,0,58,13
3:59:00-3:59:04,0,0,0,0,79,13
3:59:05-3:59:09,0,0,1,0,70,13
3:59:10-3:59:14,0,0,4,0,45,13
3:59:15-3:59:19,0,0,0,0,32,13
3:59:20-3:59:24,0,0,8,0,47,13
3:59:25-3:59:29,0,0,30,0,145,13
3:59:30-3:59:34,0,0,6,0,37,13
3:59:35-3:59:39,0,0,1,0,29,13
3:59:40-3:59:44,0,0,0,0,46,13
3:59:45-3:59:49,0,0,1,0,46,13
3:59:50-3:59:54,0,0,43,0,95,13
3:59:55-3:59:59,0,0,3,0,42,13
3:55:00-3:55:04,0,0,0,0,0,109
3:55:05-3:55:09,0,0,0,0,0,109
3:55:10-3:55:14,0,0,0,0,0,109
3:55:15-3:55:19,0,0,0,0,0,109
3:55:20-3:55:24,0,0,0,0,0,109
3:55:25-3:55:29,0,0,0,0,0,109
3:55:30-3:55:34,0,0,0,0,0,109
3:55:35-3:55:39,0,0,0,0,0,109
3:55:40-3:55:44,0,0,0,0,0,109
3:55:45-3:55:49,0,0,0,0,0,109
3:55:50-3:55:54,0,0,0,0,0,109
3:55:55-3:55:59,0,0,0,0,0,109
3:56:00-3:56:04,0,0,0,0,0,109
3:56:05-3:56:09,0,0,0,0,63,109
3:56:10-3:56:14,0,0,0,0,18,109
3:56:15-3:56:19,0,0,0,0,0,109
3:56:20-3:56:24,0,0,0,0,0,109
3:56:25-3:56:29,0,0,0,0,0,109
3:56:30-3:56:34,0,0,0,0,0,109
3:56:35-3:56:39,0,0,0,0,0,109
3:56:40-3:56:44,0,0,0,0,0,109
3:56:45-3:56:49,0,0,0,0,0,109
3:56:50-3:56:54,0,0,0,0,0,109
3:56:55-3:56:59,0,0,0,0,0,109
3:57:00-3:57:04,0,0,0,0,0,109
3:57:05-3:57:09,0,0,0,0,0,109
3:57:10-3:57:14,0,0,0,0,0,109
3:57:15-3:57:19,0,0,0,0,0,109
3:57:20-3:57:24,0,0,0,0,0,109
3:57:25-3:57:29,0,0,0,0,0,109
3:57:30-3:57:34,0,0,0,0,0,109
3:57:35-3:57:39,0,0,0,0,3,109
3:57:40-3:57:44,0,0,0,0,48,109
3:57:45-3:57:49,0,0,0,0,0,109
3:57:50-3:57:54,0,0,0,0,0,109
3:57:55-3:57:59,0,0,0,0,0,109
3:58:00-3:58:04,0,0,0,0,0,109
3:58:05-3:58:09,0,0,0,0,0,109
3:58:10-3:58:14,0,0,0,0,0,109
3:58:15-3:58:19,0,0,0,0,0,109
3:58:20-3:58:24,0,0,0,0,0,109
3:58:25-3:58:29,0,0,0,0,0,109
3:58:30-3:58:34,0,0,0,0,0,109
3:58:35-3:58:39,0,0,0,0,0,109
3:58:40-3:58:44,0,0,0,0,0,109
3:58:45-3:58:49,0,0,0,0,0,109
3:58:50-3:58:54,0,0,0,0,0,109
3:58:55-3:58:59,0,0,0,0,0,109
3:59:00-3:59:04,0,0,0,0,0,109
3:59:05-3:59:09,0,0,0,0,4,109
3:59:10-3:59:14,0,0,0,0,45,109
3:59:15-3:59:19,0,0,0,0,0,109
3:59:20-3:59:24,0,0,0,0,0,109
3:59:25-3:59:29,0,0,0,0,0,109
3:59:30-3:59:34,0,0,0,0,0,109
3:59:35-3:59:39,0,0,0,0,0,109
3:59:40-3:59:44,0,0,0,0,0,109
3:59:45-3:59:49,0,0,0,0,0,109
3:59:50-3:59:54,0,0,0,0,0,109
3:59:55-3:59:59,0,0,0,0,0,109
3:55:00-3:55:04,0,0,0,0,16,12
3:55:05-3:55:09,0,0,0,0,10,12
3:55:10-3:55:14,0,0,0,0,17,12
3:55:15-3:55:19,0,0,0,0,7,12
3:55:20-3:55:24,0,0,7,0,8,12
3:55:25-3:55:29,0,0,1,0,5,12
3:55:30-3:55:34,0,0,8,0,14,12
3:55:35-3:55:39,0,0,0,0,11,12
3:55:40-3:55:44,0,0,3,0,27,12
3:55:45-3:55:49,0,0,0,0,6,12
3:55:50-3:55:54,0,0,5,0,18,12
3:55:55-3:55:59,0,0,0,0,9,12
3:56:00-3:56:04,0,0,0,0,17,12
3:56:05-3:56:09,0,0,0,0,7,12
3:56:10-3:56:14,0,0,0,0,33,12
3:56:15-3:56:19,0,0,0,0,15,12
3:56:20-3:56:24,0,0,0,0,6,12
3:56:25-3:56:29,0,0,4,0,4,12
3:56:30-3:56:34,0,0,0,0,9,12
3:56:35-3:56:39,0,0,0,0,18,12
3:56:40-3:56:44,0,0,1,0,10,12
3:56:45-3:56:49,0,0,0,0,3,12
3:56:50-3:56:54,0,0,0,0,1,12
3:56:55-3:56:59,0,0,0,0,3,12
3:57:00-3:57:04,0,0,0,0,13,12
3:57:05-3:57:09,0,0,1,0,6,12
3:57:10-3:57:14,0,0,0,0,3,12
3:57:15-3:57:19,0,0,0,0,4,12
3:57:20-3:57:24,0,0,4,0,10,12
3:57:25-3:57:29,0,0,0,0,6,12
3:57:30-3:57:34,0,0,0,0,6,12
3:57:35-3:57:39,0,0,0,0,3,12
3:57:40-3:57:44,0,0,1,0,6,12
3:57:45-3:57:49,0,0,0,0,3,12
3:57:50-3:57:54,0,0,0,0,4,12
3:57:55-3:57:59,0,0,0,0,11,12
3:58:00-3:58:04,0,0,1,0,8,12
3:58:05-3:58:09,0,0,1,0,3,12
3:58:10-3:58:14,0,0,0,0,14,12
3:58:15-3:58:19,0,0,1,0,10,12
3:58:20-3:58:24,0,0,0,0,2,12
3:58:25-3:58:29,0,0,1,0,9,12
3:58:30-3:58:34,0,0,0,0,13,12
3:58:35-3:58:39,0,0,0,0,8,12
3:58:40-3:58:44,0,0,0,0,4,12
3:58:45-3:58:49,0,0,0,0,4,12
3:58:50-3:58:54,0,0,0,0,11,12
3:58:55-3:58:59,0,0,0,0,7,12
3:59:00-3:59:04,0,0,1,0,11,12
3:59:05-3:59:09,0,0,0,0,5,12
3:59:10-3:59:14,0,0,0,0,34,12
3:59:15-3:59:19,0,0,0,0,13,12
3:59:20-3:59:24,0,0,0,0,2,12
3:59:25-3:59:29,0,0,8,0,11,12
3:59:30-3:59:34,0,0,2,0,13,12
3:59:35-3:59:39,0,0,0,0,14,12
3:59:40-3:59:44,0,0,0,0,8,12
3:59:45-3:59:49,0,0,0,0,11,12
3:59:50-3:59:54,0,0,4,0,11,12
3:59:55-3:59:59,0,0,0,0,33,12
3:55:00-3:55:04,0,0,0,0,46,49
3:55:05-3:55:09,0,0,0,0,77,49
3:55:10-3:55:14,0,0,0,0,63,49
3:55:15-3:55:19,0,0,20,0,150,49
3:55:20-3:55:24,0,0,4,0,61,49
3:55:25-3:55:29,0,0,0,0,55,49
3:55:30-3:55:34,0,0,0,0,130,49
3:55:35-3:55:39,0,0,0,0,76,49
3:55:40-3:55:44,0,0,2,0,58,49
3:55:45-3:55:49,0,0,0,0,70,49
3:55:50-3:55:54,0,0,0,0,67,49
3:55:55-3:55:59,0,0,2,0,44,49
3:56:00-3:56:04,0,0,0,0,74,49
3:56:05-3:56:09,0,0,0,0,80,49
3:56:10-3:56:14,0,0,0,0,23,49
3:56:15-3:56:19,0,0,0,0,43,49
3:56:20-3:56:24,0,0,0,0,64,49
3:56:25-3:56:29,0,0,0,0,35,49
3:56:30-3:56:34,0,0,0,0,42,49
3:56:35-3:56:39,0,0,0,0,52,49
3:56:40-3:56:44,0,0,0,0,24,49
3:56:45-3:56:49,0,0,2,0,43,49
3:56:50-3:56:54,0,0,0,0,36,49
3:56:55-3:56:59,0,0,0,0,26,49
3:57:00-3:57:04,0,0,0,0,35,49
3:57:05-3:57:09,0,0,0,0,49,49
3:57:10-3:57:14,0,0,0,0,32,49
3:57:15-3:57:19,0,0,0,0,30,49
3:57:20-3:57:24,0,0,0,0,43,49
3:57:25-3:57:29,0,0,0,0,53,49
3:57:30-3:57:34,0,0,0,0,53,49
3:57:35-3:57:39,0,0,0,0,64,49
3:57:40-3:57:44,0,0,0,0,36,49
3:57:45-3:57:49,0,0,0,0,69,49
3:57:50-3:57:54,0,0,0,0,41,49
3:57:55-3:57:59,0,0,0,0,77,49
3:58:00-3:58:04,0,0,0,0,84,49
3:58:05-3:58:09,0,0,0,0,63,49
3:58:10-3:58:14,0,0,0,0,65,49
3:58:15-3:58:19,0,0,0,0,40,49
3:58:20-3:58:24,0,0,0,0,36,49
3:58:25-3:58:29,0,0,0,0,30,49
3:58:30-3:58:34,0,0,0,0,50,49
3:58:35-3:58:39,0,0,0,0,84,49
3:58:40-3:58:44,0,0,0,0,77,49
3:58:45-3:58:49,0,0,0,0,27,49
3:58:50-3:58:54,0,0,0,0,66,49
3:58:55-3:58:59,0,0,0,0,58,49
3:59:00-3:59:04,0,0,0,0,79,49
3:59:05-3:59:09,0,0,0,0,70,49
3:59:10-3:59:14,0,0,0,0,45,49
3:59:15-3:59:19,0,0,0,0,32,49
3:59:20-3:59:24,0,0,0,0,47,49
3:59:25-3:59:29,0,0,0,0,145,49
3:59:30-3:59:34,0,0,0,0,37,49
3:59:35-3:59:39,0,0,0,0,29,49
3:59:40-3:59:44,0,0,0,0,46,49
3:59:45-3:59:49,0,0,0,0,46,49
3:59:50-3:59:54,0,0,0,0,95,49
3:59:55-3:59:59,0,0,0,0,42,49
3:55:00-3:55:04,0,0,0,0,0,2
3:55:05-3:55:09,0,0,0,1,8,2
3:55:10-3:55:14,0,0,0,1,0,2
3:55:15-3:55:19,0,0,0,0,0,2
3:55:20-3:55:24,0,0,0,1,14,2
3:55:25-3:55:29,0,0,0,0,0,2
3:55:30-3:55:34,0,0,0,0,0,2
3:55:35-3:55:39,0,0,0,0,21,2
3:55:40-3:55:44,0,0,0,0,0,2
3:55:45-3:55:49,0,0,0,0,0,2
3:55:50-3:55:54,0,0,0,0,10,2
3:55:55-3:55:59,0,0,0,0,0,2
3:56:00-3:56:04,0,0,0,0,0,2
3:56:05-3:56:09,0,0,0,0,15,2
3:56:10-3:56:14,0,0,0,0,0,2
3:56:15-3:56:19,0,0,0,0,0,2
3:56:20-3:56:24,0,0,0,0,0,2
3:56:25-3:56:29,0,0,0,0,8,2
3:56:30-3:56:34,0,0,0,0,0,2
3:56:35-3:56:39,0,0,0,0,16,2
3:56:40-3:56:44,0,0,0,0,0,2
3:56:45-3:56:49,0,0,0,0,0,2
3:56:50-3:56:54,0,0,0,1,0,2
3:56:55-3:56:59,0,0,0,0,8,2
3:57:00-3:57:04,0,0,0,0,0,2
3:57:05-3:57:09,0,0,0,0,10,2
3:57:10-3:57:14,0,0,0,0,0,2
3:57:15-3:57:19,0,0,0,0,0,2
3:57:20-3:57:24,0,0,0,0,0,2
3:57:25-3:57:29,0,0,0,0,8,2
3:57:30-3:57:34,0,0,0,0,0,2
3:57:35-3:57:39,0,0,0,0,0,2
3:57:40-3:57:44,0,0,0,0,8,2
3:57:45-3:57:49,0,0,0,0,0,2
3:57:50-3:57:54,0,0,0,0,0,2
3:57:55-3:57:59,0,0,0,0,16,2
3:58:00-3:58:04,0,0,0,1,0,2
3:58:05-3:58:09,0,0,0,0,0,2
3:58:10-3:58:14,0,0,0,0,13,2
3:58:15-3:58:19,0,0,0,0,0,2
3:58:20-3:58:24,0,0,0,0,0,2
3:58:25-3:58:29,0,0,0,1,24,2
3:58:30-3:58:34,0,0,0,0,0,2
3:58:35-3:58:39,0,0,0,0,0,2
3:58:40-3:58:44,0,0,0,0,13,2
3:58:45-3:58:49,0,0,0,0,0,2
3:58:50-3:58:54,0,0,0,0,0,2
3:58:55-3:58:59,0,0,0,0,0,2
3:59:00-3:59:04,0,0,0,0,90,2
3:59:05-3:59:09,0,0,0,0,0,2
3:59:10-3:59:14,0,0,0,0,49,2
3:59:15-3:59:19,0,0,0,0,0,2
3:59:20-3:59:24,0,0,0,0,0,2
3:59:25-3:59:29,0,0,0,0,0,2
3:59:30-3:59:34,0,0,0,0,24,2
3:59:35-3:59:39,0,0,0,0,0,2
3:59:40-3:59:44,0,0,0,0,4,2
3:59:45-3:59:49,0,0,0,0,0,2
3:59:50-3:59:54,0,0,0,0,0,2
3:59:55-3:59:59,0,0,0,0,0,2
3:55:00-3:55:04,0,0,0,0,3,16
3:55:05-3:55:09,0,0,0,0,11,16
3:55:10-3:55:14,0,0,0,0,12,16
3:55:15-3:55:19,0,0,0,0,34,16
3:55:20-3:55:24,0,0,0,0,12,16
3:55:25-3:55:29,0,0,0,0,35,16
3:55:30-3:55:34,0,0,0,0,9,16
3:55:35-3:55:39,0,0,0,0,4,16
3:55:40-3:55:44,0,0,0,0,8,16
3:55:45-3:55:49,0,0,0,0,21,16
3:55:50-3:55:54,0,0,0,0,16,16
3:55:55-3:55:59,0,0,0,0,24,16
3:56:00-3:56:04,0,0,0,0,22,16
3:56:05-3:56:09,0,0,0,0,10,16
3:56:10-3:56:14,0,0,0,0,4,16
3:56:15-3:56:19,0,0,0,0,8,16
3:56:20-3:56:24,0,0,0,0,14,16
3:56:25-3:56:29,0,0,0,0,12,16
3:56:30-3:56:34,0,0,0,0,4,16
3:56:35-3:56:39,0,0,0,0,50,16
3:56:40-3:56:44,0,0,0,0,6,16
3:56:45-3:56:49,0,0,0,0,10,16
3:56:50-3:56:54,0,0,0,0,10,16
3:56:55-3:56:59,0,0,0,0,6,16
3:57:00-3:57:04,0,0,0,0,3,16
3:57:05-3:57:09,0,0,0,0,16,16
3:57:10-3:57:14,0,0,0,0,56,16
3:57:15-3:57:19,0,0,0,0,8,16
3:57:20-3:57:24,0,0,0,0,4,16
3:57:25-3:57:29,0,0,0,0,13,16
3:57:30-3:57:34,0,0,0,0,10,16
3:57:35-3:57:39,0,0,0,0,3,16
3:57:40-3:57:44,0,0,0,0,14,16
3:57:45-3:57:49,0,0,0,0,63,16
3:57:50-3:57:54,0,0,0,0,18,16
3:57:55-3:57:59,0,0,0,0,53,16
3:58:00-3:58:04,0,0,0,0,22,16
3:58:05-3:58:09,0,0,0,0,23,16
3:58:10-3:58:14,0,0,0,0,20,16
3:58:15-3:58:19,0,0,0,0,26,16
3:58:20-3:58:24,0,0,0,0,46,16
3:58:25-3:58:29,0,0,0,0,10,16
3:58:30-3:58:34,0,0,0,0,10,16
3:58:35-3:58:39,0,0,0,0,6,16
3:58:40-3:58:44,0,0,0,0,8,16
3:58:45-3:58:49,0,0,0,0,8,16
3:58:50-3:58:54,0,0,0,0,14,16
3:58:55-3:58:59,0,0,0,0,26,16
3:59:00-3:59:04,0,0,0,0,37,16
3:59:05-3:59:09,0,0,0,0,4,16
3:59:10-3:59:14,0,0,0,0,2,16
3:59:15-3:59:19,0,0,0,0,4,16
3:59:20-3:59:24,0,0,0,0,14,16
3:59:25-3:59:29,0,0,0,0,12,16
3:59:30-3:59:34,0,0,0,0,5,16
3:59:35-3:59:39,0,0,0,0,6,16
3:59:40-3:59:44,0,0,0,0,32,16
3:59:45-3:59:49,0,0,0,0,6,16
3:59:50-3:59:54,0,0,0,0,15,16
3:59:55-3:59:59,0,0,0,0,6,16
3:55:00-3:55:04,0,0,0,0,16,23
3:55:05-3:55:09,0,0,0,0,10,23
3:55:10-3:55:14,0,0,0,0,17,23
3:55:15-3:55:19,0,0,0,0,7,23
3:55:20-3:55:24,0,0,0,0,8,23
3:55:25-3:55:29,0,0,0,0,5,23
3:55:30-3:55:34,0,0,0,0,14,23
3:55:35-3:55:39,0,0,0,0,11,23
3:55:40-3:55:44,0,0,0,0,27,23
3:55:45-3:55:49,0,0,0,0,6,23
3:55:50-3:55:54,0,0,0,0,18,23
3:55:55-3:55:59,0,0,0,0,9,23
3:56:00-3:56:04,0,0,0,0,17,23
3:56:05-3:56:09,0,0,0,0,7,23
3:56:10-3:56:14,0,0,0,0,33,23
3:56:15-3:56:19,0,0,0,0,15,23
3:56:20-3:56:24,0,0,0,0,6,23
3:56:25-3:56:29,0,0,0,0,4,23
3:56:30-3:56:34,0,0,0,0,9,23
3:56:35-3:56:39,0,0,0,0,18,23
3:56:40-3:56:44,0,0,0,0,10,23
3:56:45-3:56:49,0,0,0,0,3,23
3:56:50-3:56:54,0,0,0,0,1,23
3:56:55-3:56:59,0,0,0,0,3,23
3:57:00-3:57:04,0,0,0,0,13,23
3:57:05-3:57:09,0,0,0,0,6,23
3:57:10-3:57:14,0,0,0,0,3,23
3:57:15-3:57:19,0,0,0,0,4,23
3:57:20-3:57:24,0,0,0,0,10,23
3:57:25-3:57:29,0,0,0,0,6,23
3:57:30-3:57:34,0,0,0,0,6,23
3:57:35-3:57:39,0,0,0,0,3,23
3:57:40-3:57:44,0,0,0,0,6,23
3:57:45-3:57:49,0,0,0,0,3,23
3:57:50-3:57:54,0,0,0,0,4,23
3:57:55-3:57:59,0,0,0,0,11,23
3:58:00-3:58:04,0,0,0,0,8,23
3:58:05-3:58:09,0,0,0,0,3,23
3:58:10-3:58:14,0,0,0,0,14,23
3:58:15-3:58:19,0,0,0,0,10,23
3:58:20-3:58:24,0,0,0,0,2,23
3:58:25-3:58:29,0,0,0,0,9,23
3:58:30-3:58:34,0,0,0,0,13,23
3:58:35-3:58:39,0,0,0,0,8,23
3:58:40-3:58:44,0,0,0,0,4,23
3:58:45-3:58:49,0,0,0,0,4,23
3:58:50-3:58:54,0,0,0,0,11,23
3:58:55-3:58:59,0,0,0,0,7,23
3:59:00-3:59:04,0,0,0,0,11,23
3:59:05-3:59:09,0,0,0,0,5,23
3:59:10-3:59:14,0,0,0,0,34,23
3:59:15-3:59:19,0,0,0,0,13,23
3:59:20-3:59:24,0,0,0,0,2,23
3:59:25-3:59:29,0,0,0,0,11,23
3:59:30-3:59:34,0,0,0,0,13,23
3:59:35-3:59:39,0,0,0,0,14,23
3:59:40-3:59:44,0,0,0,0,8,23
3:59:45-3:59:49,0,0,0,0,11,23
3:59:50-3:59:54,0,0,0,0,11,23
3:59:55-3:59:59,0,0,0,0,33,23
3:55:00-3:55:04,0,0,0,0,16,22
3:55:05-3:55:09,0,0,0,0,10,22
3:55:10-3:55:14,0,0,0,0,17,22
3:55:15-3:55:19,0,0,0,0,7,22
3:55:20-3:55:24,0,0,0,0,8,22
3:55:25-3:55:29,0,0,0,0,5,22
3:55:30-3:55:34,0,0,0,0,14,22
3:55:35-3:55:39,0,0,0,0,11,22
3:55:40-3:55:44,0,0,0,0,27,22
3:55:45-3:55:49,0,0,0,0,6,22
3:55:50-3:55:54,0,0,0,0,18,22
3:55:55-3:55:59,0,0,0,0,9,22
3:56:00-3:56:04,0,0,0,0,17,22
3:56:05-3:56:09,0,0,0,0,7,22
3:56:10-3:56:14,0,0,0,0,33,22
3:56:15-3:56:19,0,0,0,0,15,22
3:56:20-3:56:24,0,0,0,0,6,22
3:56:25-3:56:29,0,0,0,0,4,22
3:56:30-3:56:34,0,0,0,0,9,22
3:56:35-3:56:39,0,0,0,0,18,22
3:56:40-3:56:44,0,0,0,0,10,22
3:56:45-3:56:49,0,0,0,0,3,22
3:56:50-3:56:54,0,0,0,0,1,22
3:56:55-3:56:59,0,0,0,0,3,22
3:57:00-3:57:04,0,0,0,0,13,22
3:57:05-3:57:09,0,0,0,0,6,22
3:57:10-3:57:14,0,0,0,0,3,22
3:57:15-3:57:19,0,0,0,0,4,22
