edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
15,11,5,2,20,0,36,0,7192
180,32,9,34,24,30,100,30,698
99,22,22,8,20,0,56,0,7121
339,41,18,56,24,36,161,22,673
79,15,20,5,17,0,40,0,7150
349,48,22,55,24,33,160,20,684
70,7,15,1,16,0,24,0,7046
293,33,17,48,24,29,138,21,680
92,16,23,5,19,0,47,0,7083
327,60,24,49,24,51,172,29,718
78,11,18,5,18,0,38,0,6925
274,16,12,46,23,31,103,30,685
