event_num,timestamp
1,00:00:02
2,02:00:02
2,02:00:02
2,02:00:03
2,02:00:07
2,02:00:33
2,02:00:39
2,02:00:40
2,02:00:41
2,02:01:00
2,02:01:34
2,02:02:00
2,02:02:03
2,02:02:33
3,04:00:02
4,06:00:02
4,06:00:02
4,06:00:07
4,06:00:07
4,06:00:08
4,06:00:09
4,06:00:09
4,06:00:24
4,06:00:25
4,06:00:42
4,06:01:12
4,06:01:42
4,06:02:02
4,06:02:55
5,08:00:02
6,10:00:02
6,10:00:02
6,10:00:03
6,10:00:03
6,10:00:03
6,10:00:04
6,10:00:20
6,10:00:25
6,10:00:28
6,10:00:30
6,10:00:54
6,10:01:23
6,10:01:32
6,10:01:32
6,10:01:50
7,12:00:02
8,14:00:02
8,14:00:02
8,14:00:04
8,14:00:06
8,14:00:32
8,14:00:32
8,14:00:33
8,14:00:33
8,14:00:34
8,14:00:34
8,14:00:35
8,14:00:36
8,14:01:03
8,14:01:06
8,14:01:07
8,14:01:10
8,14:01:32
8,14:01:32
8,14:01:33
8,14:01:34
8,14:01:35
8,14:01:36
8,14:01:37
8,14:01:49
8,14:02:19
8,14:02:19
8,14:02:37
9,16:00:02
10,18:00:02
10,18:00:02
10,18:00:02
10,18:00:04
10,18:00:05
10,18:00:05
10,18:00:27
10,18:00:27
10,18:00:48
10,18:01:18
10,18:01:48
10,18:02:18
10,18:02:22
10,18:02:22
10,18:02:27
11,20:00:02
12,22:00:02
12,22:00:02
12,22:00:02
12,22:00:02
12,22:00:02
12,22:00:02
12,22:00:03
12,22:00:03
12,22:00:03
12,22:00:03
12,22:00:04
12,22:00:04
12,22:00:18
12,22:00:18
12,22:00:18
12,22:00:18
12,22:00:21
12,22:00:21
12,22:00:22
12,22:00:22
12,22:00:23
12,22:00:23
12,22:00:30
12,22:00:30
12,22:01:00
12,22:01:00
12,22:01:23
12,22:01:23
12,22:01:29
12,22:01:29
12,22:01:48
12,22:01:48
12,22:01:53
12,22:01:53
12,22:01:53
12,22:01:53
12,22:02:19
12,22:02:19
