event_num,timestamp
1,00:00:19
1,00:00:49
2,02:00:10
2,02:01:09
2,02:01:34
2,02:01:34
2,02:01:34
2,02:01:47
3,04:00:28
3,04:00:58
4,06:00:47
4,06:00:47
4,06:01:27
4,06:01:38
4,06:01:40
5,08:00:06
5,08:00:36
6,10:00:27
6,10:01:27
6,10:01:27
6,10:01:35
6,10:02:11
7,12:00:15
7,12:00:45
8,14:00:06
8,14:01:06
8,14:01:06
8,14:01:18
8,14:01:19
8,14:01:19
8,14:01:27
8,14:01:32
8,14:01:33
8,14:01:40
9,16:00:27
9,16:00:56
10,18:00:15
10,18:01:15
10,18:01:15
10,18:01:18
10,18:01:47
10,18:01:51
11,20:00:05
11,20:00:35
12,22:00:25
12,22:00:25
12,22:00:55
12,22:00:55
12,22:00:55
12,22:00:55
12,22:01:17
12,22:01:17
12,22:01:22
12,22:01:22
