edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
4,2,0,0,170,0,18,0,120
95,30,4,15,174,24,85,28,1034
9,2,2,0,143,0,17,0,293
123,29,6,18,174,23,89,25,1129
7,5,0,0,169,0,22,0,196
124,20,3,22,172,30,85,35,1028
7,4,0,0,134,0,18,0,89
213,37,16,26,173,31,130,23,770
7,5,1,0,139,0,19,0,167
170,29,3,34,173,30,103,29,694
9,2,0,0,135,0,17,0,121
94,20,2,18,105,24,73,32,1099
