event_num,timestamp
1,00:00:02
2,02:00:02
2,02:00:17
2,02:01:18
2,02:01:18
2,02:01:32
2,02:07:24
3,04:00:02
4,06:00:02
4,06:01:02
4,06:01:32
4,06:01:32
4,06:01:46
4,06:02:32
4,06:02:36
5,08:00:02
6,10:00:02
6,10:00:10
6,10:01:10
6,10:01:10
6,10:01:10
6,10:01:33
6,10:02:07
7,12:00:02
8,14:00:02
8,14:00:53
8,14:00:53
8,14:00:54
8,14:00:54
8,14:01:08
8,14:01:10
8,14:01:40
8,14:01:41
8,14:01:41
8,14:01:50
8,14:01:50
8,14:01:58
9,16:00:02
10,18:00:02
10,18:00:32
10,18:01:33
10,18:01:33
10,18:01:34
10,18:01:42
10,18:01:45
10,18:01:45
10,18:01:56
10,18:01:56
10,18:02:01
11,20:00:02
12,22:00:02
12,22:00:02
12,22:00:10
12,22:00:10
12,22:01:12
12,22:01:12
12,22:01:21
12,22:01:21
12,22:01:21
12,22:01:21
12,22:01:37
12,22:01:37
