edit_distance, repeated_paths, tshort, tlong, active_sessions, withdrawals, announcements, proportion, conv_time
16,5,2,0,158,0,26,0,72
215,66,7,37,162,23,153,15,375
4,3,0,0,126,0,16,0,88
84,37,3,15,162,29,86,33,267
6,3,1,0,160,1,21,4,66
134,18,5,18,163,25,81,30,185
6,3,0,0,131,0,17,0,136
99,28,2,20,162,25,84,29,395
4,2,0,0,134,3,17,17,862
194,44,10,27,163,33,135,24,334
4,2,0,0,129,0,15,0,187
133,30,2,27,102,28,81,34,432
